uniprot_id,gene_id,gene_name,length,location,original_locations
Q00711,YKL148C,SDH1,640,Mitochondria,Mitochondrion inner membrane
Q00764,YBR126C,TPS1,495,Cytoplasm,Cytoplasm
Q00776,YPL259C,APM1,475,Other,"Cytoplasmic vesicle; Cytoplasmic vesicle, clathrin-coated vesicle membrane; Membrane, clathrin-coated pit"
Q00816,YDR028C,REG1,1014,Nucleus,Nucleus
Q00916,YIL061C,SNP1,300,Nucleus,Nucleus
Q00947,YDR463W,STP1,519,Nucleus,Cell membrane; Nucleus
Q00955,YNR016C,ACC1,2233,Membrane_Secretory,Cytoplasm; Endoplasmic reticulum membrane
Q01080,YNL248C,RPA49,415,Nucleus,"Nucleus, nucleolus"
Q01159,YGL130W,CEG1,459,Nucleus,Nucleus
Q01163,YGL129C,RSM23,450,Mitochondria,Mitochondrion
Q01217,YER069W,"ARG5,6",863,Mitochondria,Mitochondrion
Q01329,YAL043C,PTA1,785,Nucleus,Nucleus
Q01389,YJL095W,BCK1,1478,Cytoplasm,Cytoplasm
Q01448,YBR215W,HPC2,625,Nucleus,Nucleus; Chromosome
Q01454,YPR135W,CTF4,927,Nucleus,Nucleus
Q01519,YLR038C,COX12,83,Mitochondria,Mitochondrion inner membrane
Q01532,YNL239W,LAP3,483,Mitochondria,Mitochondrion
Q01560,YDR432W,NPL3,414,Nucleus,"Cytoplasm; Nucleus; Cytoplasm, Stress granule"
Q01574,YAL054C,ACS1,713,Nucleus,Microsome; Cytoplasm; Mitochondrion; Nucleus
Q01589,YDR077W,SED1,338,Membrane_Secretory,"Secreted, cell wall; Membrane"
Q01590,YLR026C,SED5,340,Membrane_Secretory,Membrane; Golgi apparatus membrane
Q01649,YMR198W,CIK1,594,Nucleus,"Nucleus; Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body; Cytoplasm, cytoskeleton, spindle; Cytoplasm, cytoskeleton"
Q01662,YLR244C,MAP1,387,Cytoplasm,Cytoplasm
Q01722,YNL199C,GCR2,534,Nucleus,Nucleus
Q01852,YIL022W,TIM44,431,Mitochondria,Mitochondrion inner membrane
Q01855,YOL040C,RPS15,142,Cytoplasm,Cytoplasm
Q01896,YDR039C,ENA2,1091,Membrane_Secretory,Cell membrane
Q01926,YOR334W,MRS2,470,Mitochondria,Mitochondrion inner membrane
Q01939,YGL048C,RPT6,405,Nucleus,Cytoplasm; Nucleus
Q02046,YKR080W,MTD1,320,Nucleus,Cytoplasm; Nucleus
Q02100,YNL167C,SKO1,647,Nucleus,Nucleus
Q02159,YMR022W,UBC7,165,Membrane_Secretory,Endoplasmic reticulum membrane
Q02199,YGL172W,NUP49,472,Nucleus,"Nucleus, nuclear pore complex; Nucleus membrane; Nucleus membrane"
Q02201,YKR003W,OSH6,448,Membrane_Secretory,Cytoplasm; Cell membrane; Endoplasmic reticulum membrane
Q02205,YKR007W,MEH1,184,Membrane_Secretory,Vacuole membrane
Q02206,YKR008W,RSC4,625,Nucleus,Nucleus
Q02207,YKR009C,FOX2,900,Membrane_Secretory,Peroxisome
Q02260,YGR074W,SMD1,146,Nucleus,Nucleus; Cytoplasm
Q02326,YML073C,RPL6A,176,Cytoplasm,Cytoplasm
Q02336,YDR448W,ADA2,434,Nucleus,Nucleus
Q02354,YDR449C,UTP6,440,Nucleus,"Nucleus, nucleolus"
Q02455,YKR095W,MLP1,1875,Nucleus,"Nucleus; Nucleus, nuclear pore complex"
Q02457,YPL128C,TBF1,562,Nucleus,"Nucleus; Chromosome, telomere"
Q02486,YMR072W,ABF2,183,Nucleus,Mitochondrion; Nucleus
Q02521,YOR148C,SPP2,185,Nucleus,Cytoplasm; Nucleus
Q02554,YMR240C,CUS1,436,Nucleus,Nucleus
Q02574,YLR288C,MEC3,474,Nucleus,Nucleus
Q02606,YPL014W,CIP1,381,Nucleus,Cytoplasm; Nucleus
Q02629,YKL068W,NUP100,959,Nucleus,"Nucleus, nuclear pore complex; Nucleus membrane; Nucleus membrane"
Q02630,YMR047C,NUP116,1113,Nucleus,"Nucleus, nuclear pore complex; Nucleus membrane; Nucleus membrane"
Q02642,YPL037C,EGD1,157,Nucleus,Cytoplasm; Nucleus
Q02647,YDR424C,DYN2,92,Cytoplasm,"Cytoplasm, cytoskeleton; Nucleus, nuclear pore complex"
Q02685,YPL024W,RMI1,241,Nucleus,Cytoplasm; Nucleus
Q02725,YPL019C,VTC3,835,Membrane_Secretory,"Vacuole membrane; Cytoplasm, cell cortex; Endoplasmic reticulum membrane; Cytoplasmic vesicle, autophagosome membrane"
Q02732,YPL018W,CTF19,369,Nucleus,"Nucleus; Chromosome, centromere, kinetochore"
Q02733,YPL017C,IRC15,499,Cytoplasm,Cytoplasm
Q02767,YPL065W,VPS28,242,Membrane_Secretory,Cytoplasm; Endosome; Late endosome membrane
Q02773,YML091C,RPM2,1202,Mitochondria,Mitochondrion
Q02774,YDL212W,SHR3,210,Membrane_Secretory,Endoplasmic reticulum membrane
Q02775,YDR088C,SLU7,382,Nucleus,Nucleus
Q02776,YPL063W,TIM50,476,Mitochondria,Mitochondrion inner membrane
Q02784,YPL059W,GRX5,150,Mitochondria,Mitochondrion matrix
Q02785,YPL058C,PDR12,1511,Membrane_Secretory,Cell membrane
Q02792,YOR048C,RAT1,1006,Nucleus,Nucleus
Q02793,YGL213C,SKI8,397,Nucleus,Cytoplasm; Nucleus; Chromosome
Q02794,YOR047C,STD1,444,Nucleus,Cell membrane; Nucleus
Q02795,YMR149W,SWP1,286,Membrane_Secretory,Endoplasmic reticulum membrane
Q02796,YPL055C,LGE1,332,Nucleus,Nucleus
Q02804,YPL051W,ARL3,198,Membrane_Secretory,Golgi apparatus
Q02805,YOR018W,ROD1,837,Membrane_Secretory,Membrane
Q02821,YNL189W,SRP1,542,Other,"Cytoplasm, perinuclear region"
Q02884,YPL101W,ELP4,456,Nucleus,Cytoplasm; Nucleus
Q02887,YPL100W,ATG21,496,Membrane_Secretory,Cytoplasm; Vacuole
Q02888,YPL099C,INA17,182,Mitochondria,Mitochondrion inner membrane
Q02890,YPL096W,PNG1,363,Nucleus,Cytoplasm; Nucleus
Q02892,YPL093W,NOG1,647,Nucleus,"Nucleus, nucleolus"
Q02896,YPL087W,YDC1,317,Membrane_Secretory,Endoplasmic reticulum membrane
Q02908,YPL086C,ELP3,557,Nucleus,Cytoplasm; Nucleus
Q02931,YPL126W,NAN1,896,Nucleus,"Nucleus, nucleolus"
Q02933,YPL123C,RNY1,434,Cytoplasm,Vacuole lumen; Cytoplasm
Q02939,YPL122C,TFB2,513,Nucleus,Nucleus
Q02948,YPL120W,VPS30,557,Membrane_Secretory,Endosome membrane; Vacuole membrane; Preautophagosomal structure membrane
Q02950,YPL118W,MRP51,344,Mitochondria,Mitochondrion
Q02959,YPL116W,HOS3,697,Nucleus,Nucleus
Q02979,YPL110C,GDE1,1223,Cytoplasm,Cytoplasm
Q03002,YPL141C,FRK1,865,Cytoplasm,Cytoplasm
Q03010,YPL139C,UME1,460,Nucleus,Cytoplasm; Nucleus
Q03012,YPL138C,SPP1,353,Nucleus,Nucleus
Q03018,YGR098C,ESP1,1630,Nucleus,"Nucleus; Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body; Cytoplasm"
Q03020,YPL135W,ISU1,165,Mitochondria,Mitochondrion matrix
Q03034,YDR539W,FDC1,503,Cytoplasm,Cytoplasm
Q03048,YLL050C,COF1,143,Cytoplasm,"Cytoplasm; Cytoplasm, cytoskeleton; Nucleus matrix"
Q03063,YPL049C,DIG1,452,Nucleus,Nucleus
Q03067,YPL047W,SGF11,99,Nucleus,Nucleus
Q03071,YPL046C,ELC1,99,Nucleus,Cytoplasm; Nucleus
Q03081,YPL038W,MET31,177,Nucleus,Cytoplasm; Nucleus
Q03096,YIL009C-A,EST3,181,Nucleus,"Nucleus; Chromosome, telomere"
Q03103,YML130C,ERO1,563,Membrane_Secretory,Endoplasmic reticulum membrane
Q03124,YML127W,RSC9,581,Nucleus,Nucleus
Q03125,YDR043C,NRG1,231,Nucleus,Nucleus
Q03162,YMR100W,MUB1,620,Cytoplasm,Cytoplasm
Q03178,YKL164C,PIR1,341,Membrane_Secretory,"Secreted, cell wall"
Q03180,YKL163W,PIR3,325,Membrane_Secretory,"Secreted, cell wall"
Q03195,YDR091C,RLI1,608,Nucleus,Cytoplasm; Nucleus
Q03213,YMR172W,HOT1,719,Nucleus,Nucleus
Q03219,YMR178W,FPY1,274,Nucleus,"Cytoplasm, cytosol; Nucleus"
Q03262,YMR278W,PRM15,622,Nucleus,Cytoplasm; Nucleus
Q03280,YDR457W,TOM1,3268,Nucleus,"Nucleus, nucleolus"
Q03290,YDR460W,TFB3,321,Nucleus,Nucleus
Q03305,YDR465C,RMT2,412,Nucleus,Cytoplasm; Nucleus
Q03308,YPL045W,VPS16,798,Membrane_Secretory,Cytoplasm; Vacuole
Q03322,YDR468C,TLG1,224,Other,"Golgi apparatus, trans-Golgi network membrane; Early endosome membrane; Late endosome membrane"
Q03323,YDR469W,SDC1,175,Nucleus,Nucleus
Q03330,YGR252W,GCN5,439,Nucleus,Nucleus; Cytoplasm
Q03337,YDR472W,TRS31,283,Membrane_Secretory,"Golgi apparatus, cis-Golgi network; Endoplasmic reticulum; Preautophagosomal structure"
Q03338,YDR473C,PRP3,469,Nucleus,Nucleus
Q03373,YDR480W,DIG2,323,Nucleus,Nucleus
Q03375,YDR482C,CWC21,135,Nucleus,Cytoplasm; Nucleus
Q03388,YDR485C,VPS72,795,Nucleus,Nucleus
Q03390,YDR486C,VPS60,229,Membrane_Secretory,Endosome membrane; Vacuole membrane
Q03406,YDR489W,SLD5,294,Nucleus,Nucleus
Q03433,YML041C,VPS71,280,Nucleus,Nucleus
Q03434,YML039W,TY1B-ML2,1755,Nucleus,Cytoplasm; Nucleus
Q03435,YDL002C,NHP10,203,Nucleus,Nucleus
Q03455,YDR205W,MSC2,724,Nucleus,Endoplasmic reticulum membrane; Nucleus membrane
Q03465,YDL020C,RPN4,531,Nucleus,Nucleus
Q03466,YDR206W,EBS1,884,Nucleus,"Nucleus; Chromosome, telomere; Cytoplasm, P-body"
Q03494,YDR210W-B,TY2B-DR2,1770,Nucleus,Cytoplasm; Nucleus
Q03496,YMR259C,TRM732,1420,Cytoplasm,Cytoplasm
Q03497,YHL007C,STE20,939,Nucleus,Cytoplasm; Nucleus
Q03503,YPR051W,MAK3,176,Nucleus,Cytoplasm; Nucleus
Q03529,YMR272C,SCS7,384,Membrane_Secretory,Endoplasmic reticulum membrane
Q03532,YMR290C,HAS1,505,Nucleus,"Nucleus, nucleolus"
Q03533,YMR291W,TDA1,586,Nucleus,Cytoplasm; Nucleus
Q03554,YMR292W,GOT1,138,Membrane_Secretory,Golgi apparatus membrane
Q03557,YMR293C,HER2,464,Mitochondria,Mitochondrion
Q03558,YHR179W,OYE2,400,Nucleus,Cytoplasm; Nucleus; Mitochondrion
Q03579,YMR298W,LIP1,150,Membrane_Secretory,Endoplasmic reticulum membrane
Q03612,YER138C,TY1B-ER1,1755,Nucleus,Cytoplasm; Nucleus
Q03619,YER160C,TY1B-ER2,1755,Nucleus,Cytoplasm; Nucleus
Q03630,YML077W,BET5,159,Membrane_Secretory,"Golgi apparatus, cis-Golgi network; Endoplasmic reticulum; Preautophagosomal structure"
Q03631,YML076C,WAR1,944,Nucleus,Nucleus
Q03640,YML072C,TCB3,1545,Membrane_Secretory,Cell membrane; Endoplasmic reticulum membrane
Q03654,YMR213W,CEF1,590,Nucleus,Cytoplasm; Nucleus
Q03655,YMR215W,GAS3,524,Membrane_Secretory,"Secreted, cell wall; Membrane"
Q03660,YMR218C,TRS130,1102,Membrane_Secretory,Golgi apparatus
Q03674,YMR006C,PLB2,706,Membrane_Secretory,"Secreted, cell wall; Membrane"
Q03677,YMR009W,ADI1,179,Nucleus,Cytoplasm; Nucleus
Q03687,YMR010W,ANY1,405,Membrane_Secretory,Golgi apparatus membrane; Late endosome membrane
Q03690,YMR012W,CLU1,1277,Cytoplasm,Cytoplasm
Q03691,YMR200W,ROT1,256,Membrane_Secretory,Endoplasmic reticulum membrane
Q03702,YKL011C,CCE1,353,Mitochondria,Mitochondrion
Q03705,YML036W,CGI121,181,Nucleus,"Nucleus; Chromosome, telomere"
Q03713,YML030W,RCF1,159,Mitochondria,Mitochondrion membrane
Q03714,YML029W,USA1,838,Membrane_Secretory,Endoplasmic reticulum membrane
Q03723,YML019W,OST6,332,Membrane_Secretory,Endoplasmic reticulum membrane
Q03750,YML114C,TAF8,510,Nucleus,Nucleus
Q03758,YML111W,BUL2,920,Cytoplasm,Cytoplasm
Q03761,YDR145W,TAF12,539,Nucleus,Nucleus
Q03769,YDR153C,ENT5,411,Membrane_Secretory,Cytoplasm; Endosome membrane
Q03770,YDR160W,SSY1,852,Membrane_Secretory,Cell membrane
Q03771,YDR161W,ACL4,387,Nucleus,Cytoplasm; Nucleus
Q03774,YDR165W,TRM82,444,Nucleus,Nucleus
Q03776,YDR235W,PRP42,544,Nucleus,Nucleus
Q03778,YDR236C,FMN1,218,Mitochondria,Microsome; Mitochondrion inner membrane; Endoplasmic reticulum
Q03782,YDR240C,SNU56,492,Nucleus,Nucleus
Q03784,YDR246W,TRS23,219,Membrane_Secretory,"Golgi apparatus, cis-Golgi network; Endoplasmic reticulum; Preautophagosomal structure"
Q03785,YDR247W,VHS1,461,Cytoplasm,Cytoplasm
Q03790,YMR153W,NUP53,475,Nucleus,"Nucleus, nuclear pore complex; Nucleus membrane; Nucleus membrane"
Q03818,YMR159C,ATG16,150,Other,Preautophagosomal structure membrane
Q03825,YMR164C,MSS11,758,Nucleus,Cytoplasm; Nucleus
Q03833,YDR096W,GIS1,894,Nucleus,Nucleus
Q03834,YDR097C,MSH6,1242,Nucleus,Nucleus
Q03855,YDR098C-B,TY1B-DR1,1755,Nucleus,Cytoplasm; Nucleus
Q03862,YDR101C,ARX1,593,Nucleus,Cytoplasm; Nucleus
Q03868,YDR104C,SPO71,1245,Other,Prospore membrane
Q03897,YDR128W,MTC5,1148,Membrane_Secretory,Vacuole membrane
Q03898,YDR130C,FIN1,291,Nucleus,"Nucleus; Cytoplasm; Cytoplasm, cytoskeleton; Cytoplasm, cytoskeleton, spindle pole"
Q03920,YDR140W,MTQ2,221,Nucleus,Cytoplasm; Nucleus
Q03921,YDR141C,DOP1,1698,Membrane_Secretory,Golgi apparatus membrane
Q03940,YDR190C,RVB1,463,Nucleus,Nucleus
Q03941,YDR196C,CAB5,241,Nucleus,Endoplasmic reticulum; Mitochondrion; Nucleus
Q03944,YDR200C,VPS64,604,Membrane_Secretory,Endoplasmic reticulum membrane
Q03954,YDR201W,SPC19,165,Nucleus,"Nucleus; Cytoplasm, cytoskeleton, spindle; Chromosome, centromere, kinetochore; Chromosome"
Q03957,YKL139W,CTK1,528,Nucleus,"Nucleus, nucleolus; Cytoplasm"
Q03973,YDR174W,HMO1,246,Nucleus,"Nucleus, nucleolus"
Q03976,YDR175C,RSM24,319,Mitochondria,Mitochondrion
Q03981,YDR179C,CSN9,162,Nucleus,Cytoplasm; Nucleus
Q04002,YDR180W,SCC2,1493,Nucleus,"Nucleus; Chromosome, centromere"
Q04003,YDR181C,SAS4,481,Nucleus,Nucleus
Q04013,YMR241W,YHM2,314,Mitochondria,"Mitochondrion inner membrane; Mitochondrion matrix, mitochondrion nucleoid"
Q04031,YDR412W,RRP17,235,Nucleus,"Nucleus, nucleolus"
Q04048,YDR416W,SYF1,859,Nucleus,Nucleus
Q04049,YDR419W,RAD30,632,Nucleus,Nucleus
Q04053,YDR425W,SNX41,625,Membrane_Secretory,Prevacuolar compartment; Endosome; Endosome membrane
Q04067,YDR429C,TIF35,274,Cytoplasm,Cytoplasm
Q04080,YDR434W,GPI17,534,Membrane_Secretory,Endoplasmic reticulum membrane
Q04082,YDR437W,GPI19,140,Membrane_Secretory,Endoplasmic reticulum membrane
Q04087,YDR439W,LRS4,347,Nucleus,"Nucleus, nucleolus; Chromosome, centromere"
Q04089,YDR440W,DOT1,582,Nucleus,Nucleus
Q04110,YDR446W,ECM11,302,Nucleus,Nucleus
Q04119,YDR452W,PPN1,674,Membrane_Secretory,Vacuole membrane; Cytoplasm
Q04120,YDR453C,TSA2,196,Cytoplasm,Cytoplasm
Q04121,YDR456W,NHX1,633,Membrane_Secretory,Endosome membrane; Prevacuolar compartment membrane
Q04149,YDR386W,MUS81,632,Nucleus,Nucleus
Q04175,YDR395W,SXM1,944,Cytoplasm,"Cytoplasm; Nucleus, nuclear pore complex"
Q04177,YDR398W,UTP5,643,Nucleus,"Nucleus, nucleolus"
Q04178,YDR399W,HPT1,221,Nucleus,Cytoplasm; Nucleus
Q04179,YDR400W,URH1,340,Nucleus,Cytoplasm; Nucleus
Q04183,YDR407C,TRS120,1289,Other,"Golgi apparatus, cis-Golgi network"
Q04195,YDR409W,SIZ1,904,Nucleus,Cytoplasm; Nucleus; Bud neck
Q04199,YML102W,CAC2,468,Nucleus,Nucleus
Q04213,YMR044W,IOC4,475,Nucleus,Nucleus
Q04214,YMR045C,TY1B-MR1,1755,Nucleus,Cytoplasm; Nucleus
Q04217,YMR128W,ECM16,1267,Nucleus,"Nucleus, nucleolus"
Q04226,YML015C,TAF11,346,Nucleus,Nucleus
Q04228,YML013W,UBX2,584,Membrane_Secretory,Endoplasmic reticulum membrane
Q04235,YML005W,TRM12,462,Cytoplasm,Cytoplasm
Q04264,YMR076C,PDS5,1277,Nucleus,Nucleus
Q04272,YMR077C,VPS20,221,Membrane_Secretory,Endosome membrane; Vacuole membrane
Q04305,YMR093W,UTP15,513,Nucleus,"Nucleus, nucleolus"
Q04307,YDR045C,RPC11,110,Nucleus,"Nucleus, nucleolus"
Q04311,YDR049W,VMS1,632,Mitochondria,Cytoplasm; Mitochondrion; Endoplasmic reticulum membrane
Q04322,YMR192W,GYL1,720,Cytoplasm,Cytoplasm; Bud; Bud neck
Q04338,YMR197C,VTI1,217,Membrane_Secretory,Prevacuolar compartment membrane; Golgi apparatus membrane
Q04359,YMR017W,SPO20,397,Membrane_Secretory,Cell membrane; Prospore membrane
Q04364,YMR018W,PEX9,514,Membrane_Secretory,Cytoplasm; Peroxisome membrane
Q04370,YMR026C,PEX12,399,Membrane_Secretory,Peroxisome membrane
Q04373,YDR496C,PUF6,656,Nucleus,"Bud tip; Nucleus, nucleolus"
Q04377,YDR499W,LCD1,747,Nucleus,Cytoplasm; Nucleus
Q04396,YDR503C,LPP1,274,Membrane_Secretory,Golgi apparatus membrane
Q04401,YDR511W,SDH7,133,Mitochondria,Mitochondrion; Mitochondrion intermembrane space; Mitochondrion matrix
Q04409,YDR516C,EMI2,500,Cytoplasm,Cytoplasm
Q04410,YDR517W,GRH1,372,Cytoplasm,"Cytoplasm; Golgi apparatus, cis-Golgi network membrane"
Q04430,YDR531W,CAB1,367,Nucleus,Cytoplasm; Nucleus
Q04431,YDR532C,KRE28,385,Nucleus,"Nucleus; Chromosome, centromere, kinetochore"
Q04432,YDR533C,HSP31,237,Cytoplasm,"Cytoplasm, P-body"
Q04437,YMR106C,YKU80,629,Nucleus,"Nucleus; Chromosome, telomere"
Q04439,YMR109W,MYO5,1219,Other,"Cytoplasm, cytoskeleton, actin patch"
Q04458,YMR110C,HFD1,532,Mitochondria,Lipid droplet; Mitochondrion outer membrane; Endosome membrane; Cytoplasmic granule membrane
Q04461,YMR111C,EUC1,462,Nucleus,Chromosome
Q04472,YMR115W,MGR3,501,Mitochondria,Mitochondrion inner membrane
Q04477,YMR117C,SPC24,213,Nucleus,"Nucleus; Chromosome, centromere, kinetochore"
Q04491,YLR208W,SEC13,297,Membrane_Secretory,"Cytoplasmic vesicle, COPII-coated vesicle membrane; Endoplasmic reticulum membrane; Nucleus, nuclear pore complex; Vacuole membrane"
Q04500,YML093W,UTP14,899,Nucleus,"Nucleus, nucleolus"
Q04601,YDR118W,APC4,652,Nucleus,Cytoplasm; Nucleus
Q04603,YDR121W,DPB4,196,Nucleus,Nucleus
Q04629,YDR126W,SWF1,336,Membrane_Secretory,Endoplasmic reticulum membrane
Q04632,YML071C,COG8,607,Membrane_Secretory,Golgi apparatus membrane
Q04636,YML069W,POB3,552,Nucleus,Nucleus; Chromosome
Q04651,YML067C,ERV41,352,Membrane_Secretory,"Endoplasmic reticulum membrane; Golgi apparatus membrane; Cytoplasmic vesicle, COPII-coated vesicle membrane"
Q04659,YMR048W,CSM3,317,Nucleus,Nucleus
Q04660,YMR049C,ERB1,807,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm"
Q04670,YMR050C,TY1B-MR2,1755,Nucleus,Cytoplasm; Nucleus
Q04673,YLR005W,SSL1,461,Nucleus,Nucleus
Q04693,YML049C,RSE1,1361,Nucleus,Nucleus
Q04705,YML047C,PRM6,352,Membrane_Secretory,Cell membrane; Bud tip; Vacuole lumen
Q04711,YML045W,TY1B-ML1,1755,Nucleus,Cytoplasm; Nucleus
Q04712,YML043C,RRN11,507,Nucleus,"Nucleus, nucleolus"
Q04728,YMR062C,ARG7,441,Mitochondria,Mitochondrion matrix
Q04739,YER027C,GAL83,417,Nucleus,Cytoplasm; Nucleus
Q04746,YMR065W,KAR5,504,Nucleus,Endoplasmic reticulum membrane; Nucleus membrane
Q04749,YMR068W,AVO2,426,Membrane_Secretory,Cell membrane; Vacuole membrane
Q04779,YMR075W,RCO1,684,Nucleus,Nucleus
Q04781,YMR247C,RKR1,1562,Nucleus,"Nucleus; Cytoplasm, cytosol"
Q04839,YMR255W,GFD1,188,Nucleus,"Cytoplasm; Nucleus, nuclear pore complex; Nucleus membrane"
Q04847,YMR258C,ROY1,553,Nucleus,Cytoplasm; Nucleus; Cytoplasmic vesicle membrane
Q04868,YMR312W,ELP6,273,Nucleus,Cytoplasm; Nucleus
Q04894,YMR318C,ADH6,360,Nucleus,Cytoplasm; Nucleus
Q04921,YDR218C,SPR28,423,Membrane_Secretory,Membrane; Bud neck
Q04924,YDR221W,GTB1,702,Membrane_Secretory,Endoplasmic reticulum
Q04930,YDR223W,CRF1,467,Nucleus,Cytoplasm; Nucleus
Q04935,YDR231C,COX20,205,Mitochondria,Mitochondrion inner membrane
Q04947,YDR233C,RTN1,295,Membrane_Secretory,Endoplasmic reticulum membrane
Q04951,YMR305C,SCW10,389,Membrane_Secretory,"Secreted, cell wall"
Q04958,YML059C,NTE1,1679,Membrane_Secretory,Endoplasmic reticulum membrane; Lipid droplet
Q04964,YML058W,SML1,104,Nucleus,Nucleus; Cytoplasm
Q04969,YML055W,SPC2,178,Membrane_Secretory,Endoplasmic reticulum membrane
Q05016,YMR226C,,267,Nucleus,Cytoplasm; Nucleus
Q05021,YMR227C,TAF7,590,Nucleus,Nucleus
Q05022,YMR229C,RRP5,1729,Nucleus,"Nucleus, nucleolus"
Q05027,YMR236W,TAF9,157,Nucleus,Nucleus
Q05029,YMR237W,BCH1,724,Other,"Golgi apparatus, trans-Golgi network membrane"
Q05031,YMR238W,DFG5,458,Membrane_Secretory,Cell membrane
Q05040,YMR029C,FAR8,523,Membrane_Secretory,Cytoplasm; Endoplasmic reticulum
Q05050,YMR031C,EIS1,843,Membrane_Secretory,Cytoplasmic granule; Cell membrane
Q05080,YMR032W,HOF1,669,Cytoplasm,"Cytoplasm, cytoskeleton; Bud neck"
Q05123,YMR033W,ARP9,467,Nucleus,Nucleus
Q05164,YOL155C,HPF1,967,Membrane_Secretory,"Secreted, cell wall; Membrane"
Q05166,YDL088C,ASM4,528,Nucleus,"Nucleus, nuclear pore complex; Nucleus membrane; Nucleus membrane"
Q05359,YAR002C-A,ERP1,219,Membrane_Secretory,Endoplasmic reticulum membrane
Q05471,YDR334W,SWR1,1514,Nucleus,Nucleus
Q05498,YDR339C,FCF1,189,Nucleus,"Nucleus, nucleolus"
Q05515,YDR346C,SVF1,481,Nucleus,"Golgi apparatus, cis-Golgi network membrane; Endoplasmic reticulum membrane; Cytoplasm; Nucleus"
Q05521,YDR284C,DPP1,289,Membrane_Secretory,Vacuole membrane
Q05543,YDR289C,RTT103,409,Nucleus,Nucleus
Q05549,YDR291W,HRQ1,1077,Nucleus,Nucleus
Q05567,YDR294C,DPL1,589,Membrane_Secretory,Endoplasmic reticulum membrane
Q05568,YDR265W,PEX10,337,Membrane_Secretory,Peroxisome membrane
Q05580,YDR266C,HEL2,639,Cytoplasm,Cytoplasm
Q05583,YDR267C,CIA1,330,Nucleus,Cytoplasm; Nucleus
Q05584,YDR272W,GLO2,274,Cytoplasm,Cytoplasm
Q05636,YDR280W,RRP45,305,Nucleus,"Cytoplasm; Nucleus, nucleolus"
Q05775,YLR192C,HCR1,265,Cytoplasm,Cytoplasm
Q05776,YLR193C,UPS1,175,Mitochondria,Mitochondrion inner membrane; Mitochondrion intermembrane space
Q05777,YLR194C,NCW2,254,Membrane_Secretory,Cell membrane
Q05785,YLR206W,ENT2,613,Membrane_Secretory,Cytoplasm; Membrane
Q05787,YLR207W,HRD3,833,Membrane_Secretory,Endoplasmic reticulum membrane
Q05789,YLR211C,ATG38,226,Cytoplasm,Cytoplasm; Preautophagosomal structure membrane
Q05791,YLR215C,CDC123,360,Cytoplasm,Cytoplasm
Q05871,YLR284C,ECI1,280,Membrane_Secretory,Peroxisome
Q05900,YLR298C,YHC1,231,Nucleus,Nucleus
Q05902,YLR299W,ECM38,660,Membrane_Secretory,Vacuole membrane
Q05919,YLR360W,VPS38,439,Membrane_Secretory,"Golgi apparatus, trans-Golgi network membrane; Endosome membrane"
Q05930,YLR368W,MDM30,598,Mitochondria,Cytoplasm; Mitochondrion
Q05931,YLR369W,SSQ1,657,Mitochondria,Mitochondrion matrix
Q05933,YLR370C,ARC18,178,Cytoplasm,"Cytoplasm, cytoskeleton"
Q05934,YLR373C,VID22,901,Nucleus,Cell membrane; Nucleus
Q05946,YLR222C,UTP13,817,Nucleus,"Nucleus, nucleolus"
Q05949,YLR226W,BUR2,395,Nucleus,Nucleus
Q05958,YLR228C,ECM22,814,Nucleus,Cytoplasm; Nucleus
Q05979,YLR231C,BNA5,453,Nucleus,Cytoplasm; Nucleus
Q06010,YLR389C,STE23,1027,Membrane_Secretory,Membrane
Q06032,YLR394W,CST9,482,Nucleus,Nucleus; Chromosome
Q06053,YLR401C,DUS3,668,Nucleus,Cytoplasm; Nucleus
Q06058,YLR404W,SEI1,285,Membrane_Secretory,Endoplasmic reticulum membrane
Q06078,YLR409C,UTP21,939,Nucleus,"Nucleus, nucleolus"
Q06096,YPR105C,COG4,861,Membrane_Secretory,Golgi apparatus membrane
Q06102,YPR107C,YTH1,208,Nucleus,Nucleus
Q06103,YPR108W,RPN7,429,Nucleus,Nucleus
Q06106,YPR112C,MRD1,887,Nucleus,Nucleus
Q06132,YLR336C,SGD1,899,Nucleus,"Nucleus, nucleolus"
Q06135,YLR343W,GAS2,555,Membrane_Secretory,Cell membrane
Q06142,YLR347C,KAP95,861,Nucleus,"Cytoplasm; Nucleus; Nucleus, nuclear pore complex"
Q06143,YLR348C,DIC1,298,Mitochondria,Mitochondrion inner membrane
Q06144,YLR350W,ORM2,216,Membrane_Secretory,Endoplasmic reticulum membrane
Q06147,YLR260W,LCB5,687,Membrane_Secretory,Golgi apparatus membrane
Q06148,YLR265C,NEJ1,342,Nucleus,Cytoplasm; Nucleus membrane
Q06151,YLR270W,DCS1,350,Cytoplasm,"Cytoplasm; Cytoplasm, perinuclear region; Cytoplasm, P-body"
Q06156,YLR272C,YCS4,1176,Nucleus,Nucleus; Chromosome
Q06159,YLR312C,ATG39,398,Membrane_Secretory,Endoplasmic reticulum membrane; Preautophagosomal structure membrane
Q06160,YLR313C,SPH1,661,Cytoplasm,"Bud tip; Bud neck; Cytoplasm, cytoskeleton"
