gene_id,D_1_count,D_2_count,D_3_count,G_1_count,G_2_count,G_3_count,D_1_fpkm,D_2_fpkm,D_3_fpkm,G_1_fpkm,G_2_fpkm,G_3_fpkm,DvsG_D,DvsG_G,DvsG_log2FoldChange,DvsG_pvalue,DvsG_padj,gene_name,gene_chr,gene_start,gene_end,gene_strand,gene_length,gene_biotype,gene_description,Family
YCR076C,922,1129,744,637,682,698,95.27546772,106.6774062,76.6875975,38.75149778,47.63150154,39.71294815,1174.017903,529.8990819,1.149211067,8.07E-15,2.26E-14,YCR076C,III,249293,250045,-,753,protein_coding,- && sp|P25659|FUB1_YEAST Silencing boundary-establishment protein FUB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FUB1 PE=1 SV=1 && PF08577:PI31 proteasome regulator,-
YER163C,734,792,675,710,752,743,81.70789625,80.61604494,74.95036807,46.52915975,56.57773261,45.53898225,928.1509833,579.879517,0.680116162,3.00E-07,5.94E-07,YER163C,V,503084,503782,-,699,protein_coding,- && sp|P32656|CHAC_YEAST Glutathione-specific gamma-glutamylcyclotransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCG1 PE=1 SV=1 && PF04752:ChaC-like protein,-
YKL116C,547,690,628,997,790,851,27.33655974,31.53072523,31.30532408,29.33260153,26.68353432,23.41599571,785.6772814,689.9553671,0.188103614,0.161297582,0.194527739,PRR1,XI,221344,222900,-,1557,protein_coding,- && sp|P28708|PRR1_YEAST Serine/threonine-protein kinase PRR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRR1 PE=1 SV=1 && PF00069:Protein kinase domain,-
YPR140W,439,519,491,1235,1214,1563,29.80746531,32.22227665,33.25401186,49.36582245,55.71074204,58.43136646,611.0806115,1045.395321,-0.77451319,9.20E-10,2.07E-09,TAZ1,XVI,814391,815536,+,1146,protein_coding,- && sp|Q06510|TAZ_YEAST Tafazzin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TAZ1 PE=1 SV=1 && PF01553:Acyltransferase,-
YML107C,798,831,631,797,833,817,61.78484681,58.83129983,48.73157751,36.32756567,43.58969333,34.82793114,952.412051,643.5841506,0.566755709,6.17E-05,0.000105194,PML39,XIII,55265,56269,-,1005,protein_coding,- && sp|Q03760|PML39_YEAST Pre-mRNA leakage protein 39 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PML39 PE=1 SV=2 && PF07967:C3HC zinc finger-like,-
YDR462W,309,407,391,1505,1403,1728,54.1527672,65.22061969,68.35038421,155.2735802,166.1803139,166.7371794,466.4306893,1209.283224,-1.373954269,5.05E-26,2.09E-25,MRPL28,IV,1386073,1386516,+,444,protein_coding,"- && sp|P36527|RM28_YEAST 54S ribosomal protein L28, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRPL28 PE=1 SV=2 && PF09812:Mitochondrial ribosomal protein L28",-
YOR018W,560,626,743,1269,1271,1534,17.33276697,17.71668819,22.93880097,23.12279802,26.58796823,26.14157613,815.9119397,1063.967535,-0.383170412,0.005853014,0.008453251,ROD1,XV,364369,366882,+,2514,protein_coding,"- && sp|Q02805|ROD1_YEAST Protein ROD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ROD1 PE=1 SV=1 && PF00339:Arrestin (or S-antigen), N-terminal domain|PF02752:Arrestin (or S-antigen), C-terminal domain",-
YDR116C,602,684,614,1191,1086,1101,54.59518576,56.72079322,55.54286225,63.5870256,66.56522608,54.9758197,801.1765889,886.311338,-0.144808682,0.248240428,0.289840692,MRPL1,IV,682724,683581,-,858,protein_coding,"- && sp|Q04599|RM01_YEAST 54S ribosomal protein L1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRPL1 PE=1 SV=1 && PF00687:Ribosomal protein L1p/L10e family",-
YLR262C,963,1301,804,653,568,619,115.6368961,142.848529,96.30042765,46.16174444,46.09758819,40.9248716,1286.330511,481.5079104,1.418743578,2.78E-21,9.78E-21,YPT6,XII,668244,668891,-,648,protein_coding,- && sp|Q99260|YPT6_YEAST GTP-binding protein YPT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPT6 PE=1 SV=1 && PF00071:Ras family,-
YLR307C-A,15,24,18,2429,1826,2078,4.42112177,6.468160631,5.29195023,421.4709293,363.7489265,337.2199803,23.90200295,1652.943436,-6.104589693,4.87E-152,2.34E-150,YLR307C-A,XII,746848,747111,-,264,protein_coding,- && sp|Q3E825|YL307_YEAST Uncharacterized protein YLR307C-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YLR307C-A PE=4 SV=1 && -,-
YJR027W,482,426,559,517,412,645,7.119449545,5.753568853,8.235940766,4.495611916,4.112977405,5.245484774,622.4294644,407.0177704,0.610724075,0.00013397,0.000222923,YJR027W,X,472760,478028,+,5268,protein_coding,- && sp|P47098|YJ11B_YEAST Transposon Ty1-JR1 Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TY1B-JR1 PE=3 SV=3 && PF07727:Reverse transcriptase (RNA-dependent DNA polymerase)|PF01021:TYA transposon protein|PF006,-
YDR202C,824,700,569,930,911,1158,60.71673898,47.16367127,41.82110668,40.34252411,45.36901315,46.98035818,884.7248358,781.7535254,0.178311694,0.230785154,0.271132766,RAV2,IV,856898,857953,-,1056,protein_coding,- && sp|Q03956|RAV2_YEAST Regulator of V-ATPase in vacuolar membrane protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RAV2 PE=1 SV=1 && PF10259:Rogdi leucine zipper containing protein,-
YJR107W,474,538,502,1371,1151,1540,37.36855751,38.78275037,39.47605427,63.63035394,61.32859917,66.84597321,638.6686595,1055.974261,-0.725702946,6.67E-10,1.51E-09,YJR107W,X,627340,628326,+,987,protein_coding,- && sp|P47145|LIH1_YEAST Putative lipase LIH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LIH1 PE=1 SV=2 && PF01764:Lipase (class 3),-
YKL106W,677,680,593,758,688,870,38.84848829,35.67982413,33.94237105,25.60669644,26.6829365,27.48724703,823.1438183,603.4890278,0.447683755,0.000289088,0.000469234,AAT1,XI,237536,238891,+,1356,protein_coding,"- && sp|Q01802|AATM_YEAST Aspartate aminotransferase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AAT1 PE=1 SV=2 && PF00155:Aminotransferase class I and II",-
YPL256C,1072,1140,1110,391,380,474,50.92441311,49.51815281,52.59642842,10.93470062,12.20041415,12.39755737,1402.905341,324.7196857,2.111294925,7.76E-67,8.71E-66,CLN2,XVI,64977,66614,-,1638,protein_coding,"- && sp|P20438|CG12_YEAST G1/S-specific cyclin CLN2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CLN2 PE=1 SV=2 && PF00134:Cyclin, N-terminal domain",-
YDL010W,533,479,355,1582,1316,1660,59.58859067,48.96657811,39.58824837,104.1217063,99.43780376,102.1810899,577.0189097,1187.023209,-1.04081326,8.40E-13,2.17E-12,GRX6,IV,432330,433025,+,696,protein_coding,- && sp|Q12438|GLRX6_YEAST Monothiol glutaredoxin-6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GRX6 PE=1 SV=1 && PF00462:Glutaredoxin,-
YLR144C,602,655,702,878,756,810,20.01823478,19.91585357,23.28458101,17.18789514,16.99068202,14.82998951,827.9148844,639.8313907,0.372132396,0.004510304,0.006569732,ACF2,XII,429677,432016,-,2340,protein_coding,"- && sp|Q12168|ENG2_YEAST Endo-1,3(4)-beta-glucanase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACF2 PE=1 SV=1 && PF17652:Glycosyl hydrolase family 81 C-terminal domain|PF03639:Glycosyl hydrolase family 81 N-terminal domain",-
YJL024C,997,761,716,631,651,722,132.6124922,92.55550879,94.99578351,49.41030447,58.52346028,52.87532062,1048.283877,524.9418872,0.998036469,1.11E-10,2.62E-10,APS3,X,395931,396592,-,585,protein_coding,- && sp|P47064|AP3S_YEAST AP-3 complex subunit sigma OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=APS3 PE=1 SV=1 && PF01217:Clathrin adaptor complex small chain,-
YPR055W,616,624,591,1020,1021,1240,14.98812814,13.88288135,14.3435349,14.61052256,16.79005646,16.6117317,773.4330538,856.6868336,-0.147476585,0.23091819,0.271242294,SEC8,XVI,667676,670873,+,3198,protein_coding,- && sp|P32855|SEC8_YEAST Exocyst complex component SEC8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC8 PE=1 SV=1 && PF04048:Sec8 exocyst complex component specific domain,-
YLR256W-A,594,579,634,573,436,585,34.93588468,31.13810662,37.19431686,19.83986966,17.33131513,18.94382636,764.6579168,414.0694213,0.883634553,4.03E-11,9.68E-11,YLR256W-A,XII,651117,652439,+,1323,protein_coding,- && sp|P0C2I8|YL14A_YEAST Transposon Ty1-LR4 Gag polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TY1A-LR4 PE=2 SV=1 && PF01021:TYA transposon protein,-
YBL006C,820,939,855,864,761,913,117.5057632,123.0379948,122.2118893,72.88832159,73.70376971,72.03484571,1102.318146,662.2861459,0.735315483,1.10E-10,2.61E-10,LDB7,II,216587,217129,-,543,protein_coding,"- && sp|P38210|LDB7_YEAST Chromatin structure-remodeling complex protein RSC14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LDB7 PE=1 SV=2 && PF08586:RSC complex, Rsc14/Ldb7 subunit",-
YER113C,810,886,810,773,645,825,29.71594152,29.72121335,29.64090935,16.69486311,15.99277842,16.66421892,1057.330567,583.8975877,0.856364852,1.02E-13,2.75E-13,TMN3,V,387932,390052,-,2121,protein_coding,- && sp|P40071|TMN3_YEAST Transmembrane 9 superfamily member 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TMN3 PE=1 SV=1 && PF02990:Endomembrane protein 70,-
YMR168C,444,434,505,1203,1054,1206,18.90991459,16.9014772,21.45359134,30.16276266,30.33939649,28.28006757,585.5672002,904.9486501,-0.628548642,1.74E-06,3.27E-06,CEP3,XIII,597332,599158,-,1827,protein_coding,- && sp|P40969|CBF3B_YEAST Centromere DNA-binding protein complex CBF3 subunit B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CEP3 PE=1 SV=1 && PF16846:Centromere DNA-binding protein complex CBF3 subunit B|PF00172:Fungal Zn(2)-Cys,-
YER132C,448,507,502,1172,768,981,6.624793032,6.855365229,7.404573463,10.20283363,7.675651538,7.987113317,615.0171257,759.0320139,-0.304018055,0.032889068,0.043549574,PMD1,V,425188,430449,-,5262,protein_coding,- && sp|P32634|PMD1_YEAST Negative regulator of sporulation PMD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PMD1 PE=1 SV=1 && PF13964:Kelch motif,-
YPL096W,985,1014,660,674,605,844,70.18733243,66.06764073,46.91032805,28.27361208,29.13651536,33.11246335,1119.249474,551.3976246,1.021172924,4.10E-11,9.85E-11,PNG1,XVI,366927,368018,+,1092,protein_coding,- && sp|Q02890|PNG1_YEAST Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PNG1 PE=1 SV=1 && PF03835:Rad4 transglutaminase-like domain,-
YPR171W,374,472,426,1315,1182,1444,16.81201152,19.40074523,19.10115831,34.79947739,35.91081674,35.73895155,535.8102104,1027.975981,-0.93946625,2.05E-14,5.66E-14,BSP1,XVI,883828,885558,+,1731,protein_coding,- && sp|Q06604|BSP1_YEAST Protein BSP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BSP1 PE=1 SV=1 && -,-
YOR059C,581,724,734,950,787,1082,33.41361624,38.07275038,42.10614059,32.16398461,30.59016431,34.2610877,860.0975337,732.1454837,0.231930941,0.074273494,0.094456811,YOR059C,XV,438906,440258,-,1353,protein_coding,- && sp|Q08448|LPL1_YEAST Lipid droplet phospholipase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LPL1 PE=1 SV=1 && PF05057:Putative serine esterase (DUF676),-
YBL084C,376,482,453,1506,1217,1676,12.84901863,15.06112765,15.44124608,30.29744307,28.1081603,31.5342616,552.395846,1142.257745,-1.048132551,1.38E-16,4.11E-16,CDC27,II,67169,69445,-,2277,protein_coding,"- && sp|P38042|CDC27_YEAST Anaphase-promoting complex subunit CDC27 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC27 PE=1 SV=2 && PF00515:Tetratricopeptide repeat|PF12895:Anaphase-promoting complex, cyclosome, subunit 3|PF13432:",-
YMR150C,874,1166,829,651,634,722,118.6866728,144.7829463,112.2915513,52.04396828,58.18881459,53.98265718,1204.760659,525.0210163,1.199458819,7.60E-19,2.45E-18,IMP1,XIII,561956,562528,-,573,protein_coding,- && sp|P28627|IMP1_YEAST Mitochondrial inner membrane protease subunit 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IMP1 PE=1 SV=3 && PF00717:Peptidase S24-like,-
YJR029W,568,618,638,807,709,1029,8.389724775,8.346726645,9.39987515,7.017328465,7.077915001,8.368378034,770.5643873,660.0625711,0.222377883,0.089695055,0.112785035,YJR029W,X,478344,483612,+,5268,protein_coding,- && sp|P47100|YJ12B_YEAST Transposon Ty1-JR2 Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TY1B-JR2 PE=3 SV=3 && PF07727:Reverse transcriptase (RNA-dependent DNA polymerase)|PF00665:Integrase core domain|PF0102,-
YOR350C,438,519,502,1190,1142,1302,17.10920859,18.53751458,19.55967147,27.3653914,30.14960619,28.00227604,615.4276749,950.4830103,-0.62659546,4.17E-07,8.15E-07,MNE1,XV,992864,994855,-,1992,protein_coding,- && sp|P24720|MNE1_YEAST Protein MNE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MNE1 PE=1 SV=2 && PF13762:Mitochondrial splicing apparatus component,-
YKL043W,422,432,465,1867,1467,2113,29.82430119,27.91707477,32.78029116,77.67853671,70.07250914,82.22120938,557.7915675,1412.153619,-1.34113111,1.38E-26,5.81E-26,PHD1,XI,356748,357848,+,1101,protein_coding,- && sp|P36093|PHD1_YEAST Putative transcription factor PHD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PHD1 PE=1 SV=1 && -,-
YOR291W,630,734,812,804,857,1053,11.09332387,11.8180423,14.26195956,8.334433468,10.19909635,10.20883188,919.3428376,708.6920215,0.37551551,0.007978587,0.011376039,YPK9,XV,861175,865593,+,4419,protein_coding,- && sp|Q12697|YPK9_YEAST Vacuolar cation-transporting ATPase YPK9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPK9 PE=1 SV=1 && PF12409:P5-type ATPase cation transporter|PF00122:E1-E2 ATPase|PF00702:haloacid dehalogenase-like hy,-
YOL148C,423,507,579,1221,956,1242,18.13463766,19.87489357,24.75991259,30.81648293,27.70040615,29.31680571,637.6014816,889.1946763,-0.480355182,0.000581663,0.000921947,SPT20,XV,45760,47574,-,1815,protein_coding,- && sp|P50875|SPT20_YEAST Transcription factor SPT20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPT20 PE=1 SV=1 && PF12090:Spt20 family,-
YBR201W,938,1094,864,625,506,636,114.7600866,122.3865488,105.4396121,45.01600378,41.84063578,42.84219192,1219.25904,460.1291801,1.405949238,9.76E-31,4.60E-30,DER1,II,623576,624211,+,636,protein_coding,- && sp|P38307|DER1_YEAST Degradation in the endoplasmic reticulum protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DER1 PE=1 SV=3 && PF04511:Der1-like family,-
YKL068W-A,1148,1405,937,556,476,624,376.9108909,421.7950318,306.8586837,107.4658511,105.6242117,112.7996952,1466.120953,430.8361126,1.76684256,1.20E-37,6.87E-37,YKL068W-A,XI,309206,309442,+,237,protein_coding,- && sp|Q3E826|YK068_YEAST Uncharacterized protein YKL068W-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YKL068W-A PE=4 SV=1 && -,-
YDR021W,826,575,447,501,462,463,53.56041654,34.09259666,28.91168809,19.12495917,20.2472294,16.52994572,782.8734143,374.3228866,1.064951108,3.04E-08,6.34E-08,FAL1,IV,486804,488003,+,1200,protein_coding,- && sp|A6ZXY5|FAL1_YEAS7 ATP-dependent RNA helicase FAL1 OS=Saccharomyces cerevisiae (strain YJM789) OX=307796 GN=FAL1 PE=3 SV=1 && PF00270:DEAD/DEAH box helicase|PF00271:Helicase conserved C-terminal domain,-
YEL020C,338,370,430,1620,1296,1827,15.62707617,15.64195708,19.83040173,44.09353679,40.49727112,46.50783401,481.3233528,1230.60163,-1.355287214,1.53E-23,5.80E-23,YEL020C,V,118617,120299,-,1683,protein_coding,"- && sp|P39994|PXP1_YEAST Putative 2-hydroxyacyl-CoA lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PXP1 PE=1 SV=1 && PF00205:Thiamine pyrophosphate enzyme, central domain|PF02775:Thiamine pyrophosphate enzyme, C-terminal TPP ",-
YDL102W,597,704,594,741,546,808,14.10249261,15.2062647,13.99619624,10.30477824,8.717138011,10.50895297,798.2494322,542.4784657,0.556366396,1.77E-05,3.11E-05,POL3,IV,276872,280165,+,3294,protein_coding,"- && sp|P15436|DPOD_YEAST DNA polymerase delta catalytic subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=POL3 PE=1 SV=4 && PF03104:DNA polymerase family B, exonuclease domain|PF00136:DNA polymerase family B|PF14260:C4-type zi",-
YIL096C,774,659,496,473,401,407,59.57100812,46.37754343,38.07831251,21.43157173,20.85922127,17.24705451,814.898,335.8423523,1.279624026,3.06E-14,8.38E-14,YIL096C,IX,182117,183127,-,1011,protein_coding,- && sp|P40493|BMT5_YEAST 25S rRNA (uridine(2634)-N(3))-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BMT5 PE=1 SV=1 && PF10354:Domain of unknown function (DUF2431),-
YDR121W,535,640,626,762,572,933,70.43871843,77.04881699,82.21177504,59.0624594,50.89948895,67.63412024,759.707056,585.2907474,0.374969108,0.00754604,0.010779605,DPB4,IV,693585,694175,+,591,protein_coding,- && sp|Q04603|DPB4_YEAST DNA polymerase epsilon subunit D OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DPB4 PE=1 SV=1 && -,NF-YB
YEL061C,731,783,661,1392,1084,1403,18.9411869,18.55153763,17.08414702,21.23381064,18.98361091,20.01584924,917.1794405,1008.904374,-0.137692998,0.240722844,0.281884423,CIN8,V,36535,39537,-,3003,protein_coding,- && sp|P27895|CIN8_YEAST Kinesin-like protein CIN8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CIN8 PE=1 SV=3 && PF00225:Kinesin motor domain,-
YIR031C,431,357,333,1627,1167,1184,20.14225904,15.25553561,15.52305401,44.76281106,36.86052293,30.4655587,474.5134693,1041.081984,-1.133963975,3.66E-12,9.17E-12,DAL7,IX,413015,414679,-,1665,protein_coding,- && sp|P21826|MLS2_YEAST Malate synthase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DAL7 PE=1 SV=2 && PF01274:Malate synthase,-
YJR057W,1020,1268,969,404,406,341,121.9170169,138.5835706,115.5287199,28.42787607,32.79819314,22.44114815,1369.802253,304.0087234,2.174976341,2.79E-47,2.02E-46,CDC8,X,544062,544712,+,651,protein_coding,- && sp|P00572|KTHY_YEAST Thymidylate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC8 PE=1 SV=2 && PF02223:Thymidylate kinase,-
YDL077C,370,454,461,1070,918,1264,9.139792054,10.25460133,11.35893317,15.56027474,15.32628868,17.19127955,542.1317836,844.750845,-0.64025572,1.33E-06,2.52E-06,VAM6,IV,316971,320120,-,3150,protein_coding,- && sp|Q07468|VAM6_YEAST Vacuolar morphogenesis protein 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VAM6 PE=1 SV=1 && PF10367:Vacuolar sorting protein 39 domain 2|PF10366:Vacuolar sorting protein 39 domain 1,-
YNL158W,418,497,518,1379,1118,1533,54.48125401,59.23188303,67.34457267,105.8117682,98.48551186,110.0118596,604.924817,1046.606187,-0.791384707,6.51E-10,1.48E-09,PGA1,XIV,339612,340208,+,597,protein_coding,- && sp|P53896|PGA1_YEAST GPI mannosyltransferase 2 subunit PGA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PGA1 PE=1 SV=1 && PF10333:GPI-Mannosyltransferase II co-activator,-
YOR080W,605,687,545,854,606,679,21.40796026,22.22823551,19.23616288,17.79002991,14.49279899,13.22867136,773.6744988,558.232891,0.47124057,0.001005649,0.001559157,DIA2,XV,474594,476792,+,2199,protein_coding,- && sp|Q08496|DIA2_YEAST Protein DIA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DIA2 PE=1 SV=2 && PF00646:F-box domain,-
YIL009W,590,650,537,1388,1226,1635,22.01867073,22.1809825,19.99011991,30.49491616,30.92354573,33.59567568,748.9542457,1105.077708,-0.561194032,2.32E-06,4.33E-06,FAA3,IX,339344,341428,+,2085,protein_coding,- && sp|P39002|LCF3_YEAST Long-chain-fatty-acid--CoA ligase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAA3 PE=1 SV=1 && PF00501:AMP-binding enzyme,-
YKR003W,754,861,823,1057,972,1209,43.55609083,45.47880426,47.42195044,35.94607106,37.94928023,38.45301413,1028.640872,844.2665534,0.285031059,0.013387221,0.018627838,OSH6,XI,445381,446727,+,1347,protein_coding,- && sp|Q02201|OSH6_YEAST Oxysterol-binding protein homolog 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OSH6 PE=1 SV=1 && PF01237:Oxysterol-binding protein,-
YMR284W,902,1131,824,708,637,667,38.79833739,44.48335346,35.35377696,17.92828419,18.51849717,15.79643008,1200.8807,527.321997,1.188697836,4.52E-19,1.47E-18,YKU70,XIII,838187,839995,+,1809,protein_coding,- && sp|P32807|KU70_YEAST ATP-dependent DNA helicase II subunit 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YKU70 PE=1 SV=2 && PF02735:Ku70/Ku80 beta-barrel domain|PF03731:Ku70/Ku80 N-terminal alpha/beta domain|PF03730:Ku70/Ku8,-
YPR185W,689,769,833,872,691,928,24.18235951,24.67937338,29.16261612,18.01751236,16.39144453,17.93304199,968.0976711,647.2424022,0.580105599,5.37E-06,9.75E-06,ATG13,XVI,907218,909434,+,2217,protein_coding,- && sp|Q06628|ATG13_YEAST Autophagy-related protein 13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATG13 PE=1 SV=1 && PF10033:Autophagy-related protein 13,-
YLR016C,821,849,778,715,610,729,103.875514,98.22138558,98.1864717,53.25678714,52.16264359,50.7836714,1033.506686,535.9133599,0.947564911,8.16E-16,2.37E-15,PML1,XII,176802,177416,-,615,protein_coding,- && sp|Q07930|PML1_YEAST Pre-mRNA leakage protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PML1 PE=1 SV=1 && PF00498:FHA domain,-
YEL016C,682,830,723,848,822,1120,35.80810313,39.84771023,37.86493944,26.21148857,29.16946662,32.37736501,941.4598555,725.5413555,0.375820842,0.003278984,0.004837193,NPP2,V,124737,126218,-,1482,protein_coding,- && sp|P39997|NPP2_YEAST Ectonucleotide pyrophosphatase/phosphodiesterase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NPP2 PE=1 SV=1 && PF01663:Type I phosphodiesterase / nucleotide pyrophosphatase,-
YPR021C,711,902,956,939,743,910,20.4223512,23.69032476,27.39025403,15.87817646,14.42396576,14.39143398,1084.023307,675.3686053,0.682563489,4.54E-07,8.87E-07,AGC1,XVI,600649,603357,-,2709,protein_coding,- && sp|Q12482|AGC1_YEAST Mitochondrial aspartate-glutamate transporter AGC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AGC1 PE=3 SV=1 && PF00153:Mitochondrial carrier protein,-
YDL175C,510,565,528,928,785,1059,38.34201837,38.84021094,39.59503631,41.07254965,39.88725788,43.83563405,676.3939722,720.4687282,-0.091546386,0.448698892,0.494909574,AIR2,IV,144484,145518,-,1035,protein_coding,- && sp|Q12476|AIR2_YEAST Protein AIR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AIR2 PE=1 SV=1 && -,-
YDR248C,823,1079,753,657,721,946,110.0327571,131.9082449,100.4197566,51.71141501,65.15041014,69.63696487,1114.912653,605.6054158,0.880984613,3.28E-09,7.17E-09,YDR248C,IV,957758,958339,-,582,protein_coding,- && sp|Q03786|GNTK_YEAST Probable gluconokinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDR248C PE=1 SV=1 && PF01583:Adenylylsulphate kinase,-
YNL095C,431,461,460,916,739,913,17.38562017,17.00365089,18.50856621,21.75240511,20.14731074,20.27730494,571.0649833,669.0430246,-0.228839191,0.067405283,0.086188702,YNL095C,XIV,444912,446840,-,1929,protein_coding,- && sp|P53932|YNJ5_YEAST Uncharacterized transporter YNL095C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YNL095C PE=1 SV=1 && PF03547:Membrane transport protein,-
YBR274W,763,747,547,813,643,802,37.4812879,33.55358327,26.80274793,23.51144954,21.34817084,21.69156434,867.2512156,588.0177197,0.560542252,8.58E-05,0.000144778,CHK1,II,749594,751177,+,1584,protein_coding,- && sp|P38147|CHK1_YEAST Serine/threonine-protein kinase CHK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CHK1 PE=1 SV=1 && PF00069:Protein kinase domain,-
YOR386W,380,365,385,1477,1272,1349,17.41369988,15.29426674,17.59827972,39.84619411,39.3961969,34.03658239,478.0750878,1073.170605,-1.166911683,7.02E-19,2.27E-18,PHR1,XV,1066839,1068536,+,1698,protein_coding,"- && sp|P05066|PHR_YEAST Deoxyribodipyrimidine photo-lyase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PHR1 PE=1 SV=1 && PF03441:FAD binding domain of DNA photolyase|PF00875:DNA photolyase",-
YLR326W,222,368,281,1742,1498,1974,23.89240246,36.21454251,30.16582418,110.3707237,108.962834,116.9716277,365.1847189,1356.327443,-1.89131704,5.93E-38,3.43E-37,YLR326W,XII,782174,782896,+,723,protein_coding,- && sp|Q06170|YL326_YEAST Uncharacterized membrane protein YLR326W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YLR326W PE=1 SV=1 && PF13430:Domain of unknown function (DUF4112),-
