gene_id,location,location_encoded,split
YJL069C,Nucleus,3,train
YJL062W,Membrane_Secretory,1,train
YJL061W,Nucleus,3,test
YLR039C,Membrane_Secretory,1,train
YIL138C,Cytoplasm,0,train
YMR301C,Mitochondria,2,train
YHR143W-A,Nucleus,3,train
YIL173W,Membrane_Secretory,1,test
YIL156W,Cytoplasm,0,train
YIL153W,Nucleus,3,train
YIL149C,Nucleus,3,train
YIL146C,Mitochondria,2,train
YIL144W,Nucleus,3,test
YIL137C,Cytoplasm,0,train
YIL132C,Nucleus,3,train
YIL131C,Nucleus,3,test
YIL130W,Nucleus,3,test
YIL128W,Nucleus,3,train
YIL124W,Mitochondria,2,train
YIL123W,Membrane_Secretory,1,train
YIL122W,Nucleus,3,train
YIL121W,Membrane_Secretory,1,train
YIL115C,Nucleus,3,train
YIL109C,Membrane_Secretory,1,train
YIL106W,Nucleus,3,train
YIL105C,Membrane_Secretory,1,train
YIL103W,Cytoplasm,0,train
YIL101C,Nucleus,3,test
YIL097W,Nucleus,3,train
YIL095W,Other,4,train
YIL094C,Mitochondria,2,train
YIL093C,Mitochondria,2,test
YIL091C,Nucleus,3,train
YIL088C,Membrane_Secretory,1,train
YIL084C,Nucleus,3,train
YIL083C,Nucleus,3,train
YIL079C,Nucleus,3,test
YIL076W,Membrane_Secretory,1,train
YIL071C,Nucleus,3,test
YIL070C,Mitochondria,2,train
YIL065C,Mitochondria,2,train
YIL048W,Membrane_Secretory,1,train
YIL042C,Mitochondria,2,train
YIL036W,Nucleus,3,train
YIL027C,Membrane_Secretory,1,train
YIL026C,Nucleus,3,train
YIL024C,Cytoplasm,0,test
YIL017C,Nucleus,3,test
YIL016W,Nucleus,3,train
YIL010W,Nucleus,3,train
YIL008W,Nucleus,3,test
YIL006W,Mitochondria,2,train
YIL005W,Membrane_Secretory,1,train
YIL003W,Cytoplasm,0,train
YIL002C,Other,4,train
YIR002C,Nucleus,3,train
YIR003W,Other,4,train
YIR004W,Cytoplasm,0,train
YIR005W,Nucleus,3,train
YIR007W,Membrane_Secretory,1,test
YIR010W,Nucleus,3,train
YIR015W,Nucleus,3,train
YIR017C,Nucleus,3,train
YIR033W,Membrane_Secretory,1,train
YIR037W,Mitochondria,2,train
YNL002C,Nucleus,3,train
YOR335C,Mitochondria,2,train
YNL085W,Cytoplasm,0,train
YPR122W,Cytoplasm,0,train
YJL097W,Membrane_Secretory,1,train
YJL222W,Other,4,test
YOR028C,Nucleus,3,train
YJL099W,Other,4,test
YGL181W,Nucleus,3,train
YGL086W,Nucleus,3,train
YJL030W,Nucleus,3,train
YMR004W,Membrane_Secretory,1,train
YGR132C,Mitochondria,2,test
YMR127C,Nucleus,3,train
YDR364C,Nucleus,3,train
YMR168C,Nucleus,3,train
YDR062W,Membrane_Secretory,1,train
YMR319C,Membrane_Secretory,1,test
YGR032W,Membrane_Secretory,1,train
YNL061W,Nucleus,3,train
YJL025W,Nucleus,3,train
YDR478W,Nucleus,3,test
YOR094W,Membrane_Secretory,1,train
YOR234C,Cytoplasm,0,test
YIL053W,Nucleus,3,train
YNL006W,Membrane_Secretory,1,train
YPL028W,Cytoplasm,0,train
YJL002C,Membrane_Secretory,1,train
YFL031W,Nucleus,3,train
YGR188C,Nucleus,3,train
YOR113W,Nucleus,3,train
YLR353W,Membrane_Secretory,1,test
YOR125C,Mitochondria,2,test
YLL006W,Membrane_Secretory,1,train
YLR075W,Cytoplasm,0,test
YPR036W,Membrane_Secretory,1,train
YDR420W,Membrane_Secretory,1,train
YDR238C,Membrane_Secretory,1,train
YGL137W,Membrane_Secretory,1,train
YNL221C,Nucleus,3,train
YNL068C,Nucleus,3,test
YNL291C,Membrane_Secretory,1,test
YNL271C,Membrane_Secretory,1,train
YGL192W,Nucleus,3,test
YOR075W,Membrane_Secretory,1,train
YGR186W,Nucleus,3,train
YGR005C,Nucleus,3,test
YGR059W,Cytoplasm,0,train
YJR019C,Membrane_Secretory,1,train
YPL147W,Membrane_Secretory,1,train
YDR005C,Nucleus,3,train
YOL059W,Mitochondria,2,train
YDR002W,Nucleus,3,train
YPL091W,Nucleus,3,train
YLR174W,Cytoplasm,0,train
YDL055C,Cytoplasm,0,train
YNL142W,Membrane_Secretory,1,train
YDR195W,Nucleus,3,train
YNL327W,Membrane_Secretory,1,train
YNL326C,Membrane_Secretory,1,train
YNL325C,Membrane_Secretory,1,train
YNL323W,Membrane_Secretory,1,train
YNL321W,Membrane_Secretory,1,train
YNL317W,Nucleus,3,train
YNL310C,Mitochondria,2,train
YNL309W,Nucleus,3,train
YNL308C,Nucleus,3,train
YGR200C,Nucleus,3,train
YGR206W,Membrane_Secretory,1,train
YJL109C,Nucleus,3,test
YJL104W,Mitochondria,2,test
YJL100W,Membrane_Secretory,1,train
YDL104C,Mitochondria,2,train
YDL103C,Cytoplasm,0,train
YDL105W,Nucleus,3,train
YLR015W,Nucleus,3,train
YLR147C,Nucleus,3,train
YKL096W-A,Membrane_Secretory,1,train
YFL048C,Membrane_Secretory,1,train
YFL044C,Nucleus,3,train
YFL041W,Membrane_Secretory,1,train
YFL034C-B,Nucleus,3,train
YFL034W,Membrane_Secretory,1,test
YFL033C,Nucleus,3,train
YFL025C,Membrane_Secretory,1,train
YFL024C,Nucleus,3,train
YFL023W,Cytoplasm,0,train
YFL013C,Nucleus,3,train
YFL007W,Nucleus,3,train
YFL004W,Membrane_Secretory,1,test
YFR001W,Nucleus,3,train
YFR003C,Nucleus,3,train
YFR011C,Mitochondria,2,test
YFR021W,Membrane_Secretory,1,train
YFR024C-A,Cytoplasm,0,train
YFR027W,Nucleus,3,train
YFR037C,Nucleus,3,train
YFR038W,Nucleus,3,test
YFR040W,Cytoplasm,0,train
YFR044C,Mitochondria,2,train
YFR046C,Nucleus,3,test
YFR051C,Membrane_Secretory,1,test
YPR001W,Mitochondria,2,test
YGL065C,Membrane_Secretory,1,train
YKL006C-A,Membrane_Secretory,1,train
YGL171W,Nucleus,3,train
YJR093C,Nucleus,3,test
YPR129W,Cytoplasm,0,train
YOR374W,Mitochondria,2,train
YLR048W,Cytoplasm,0,train
YGL245W,Mitochondria,2,train
YOR340C,Nucleus,3,train
YMR052W,Membrane_Secretory,1,test
YGL105W,Cytoplasm,0,train
YJR042W,Nucleus,3,train
YDR159W,Other,4,test
YLR045C,Other,4,train
YDR310C,Nucleus,3,train
YGR274C,Nucleus,3,train
YNL039W,Nucleus,3,train
YMR092C,Cytoplasm,0,train
YDL178W,Mitochondria,2,train
YGR261C,Membrane_Secretory,1,train
YMR230W,Cytoplasm,0,train
YLR289W,Mitochondria,2,train
YDR108W,Other,4,train
YGL175C,Nucleus,3,train
YGL174W,Nucleus,3,train
YGR195W,Nucleus,3,train
YGR198W,Membrane_Secretory,1,train
YJR006W,Nucleus,3,train
YJL125C,Nucleus,3,train
YJL006C,Nucleus,3,train
YML112W,Nucleus,3,train
YOR103C,Membrane_Secretory,1,train
YJR010C-A,Membrane_Secretory,1,train
YJR143C,Membrane_Secretory,1,train
YMR035W,Mitochondria,2,train
YJL184W,Nucleus,3,train
YJL183W,Other,4,train
YJL179W,Cytoplasm,0,train
YJL178C,Mitochondria,2,train
YJL177W,Cytoplasm,0,train
YJL168C,Nucleus,3,train
YJL158C,Membrane_Secretory,1,train
YJL156C,Membrane_Secretory,1,train
YJL148W,Nucleus,3,train
YJL145W,Membrane_Secretory,1,train
YJL137C,Membrane_Secretory,1,train
YJL134W,Membrane_Secretory,1,train
YJL126W,Mitochondria,2,test
YJL124C,Nucleus,3,train
YJL113W,Nucleus,3,train
YJL112W,Mitochondria,2,test
YJL091C,Membrane_Secretory,1,train
YJL090C,Nucleus,3,train
YJL084C,Cytoplasm,0,test
YJL079C,Membrane_Secretory,1,train
YJL078C,Membrane_Secretory,1,train
YJL076W,Nucleus,3,test
YJL074C,Nucleus,3,train
YJL060W,Mitochondria,2,train
YJL058C,Membrane_Secretory,1,train
YJL056C,Nucleus,3,train
YJL050W,Nucleus,3,train
YJL047C,Nucleus,3,test
YJL039C,Other,4,train
YJL036W,Membrane_Secretory,1,train
YJL035C,Nucleus,3,train
YJL029C,Membrane_Secretory,1,train
YJL024C,Membrane_Secretory,1,train
YJL020C,Other,4,test
YJL019W,Other,4,train
YJL013C,Nucleus,3,train
YJL012C,Membrane_Secretory,1,train
YJL011C,Nucleus,3,train
YJL010C,Nucleus,3,train
YJR001W,Membrane_Secretory,1,train
YJR002W,Nucleus,3,train
YJR022W,Nucleus,3,train
YJR025C,Nucleus,3,train
YJR027W,Nucleus,3,train
YJR029W,Nucleus,3,train
YJR031C,Mitochondria,2,train
YJR033C,Other,4,train
YJR041C,Nucleus,3,test
YJR043C,Nucleus,3,train
YJR046W,Nucleus,3,train
YJR053W,Other,4,train
YJR054W,Membrane_Secretory,1,train
YJR059W,Nucleus,3,train
YJR065C,Other,4,test
YJR069C,Nucleus,3,train
YJR070C,Nucleus,3,train
YJR072C,Cytoplasm,0,train
YJR075W,Other,4,train
YJR082C,Nucleus,3,train
YJR084W,Nucleus,3,train
YJR088C,Membrane_Secretory,1,train
YJR092W,Cytoplasm,0,train
YJR102C,Membrane_Secretory,1,train
YJR112W,Nucleus,3,test
YJR113C,Mitochondria,2,train
YJR117W,Membrane_Secretory,1,train
YJR119C,Nucleus,3,test
YJR125C,Cytoplasm,0,train
YJR130C,Nucleus,3,train
YJR135C,Nucleus,3,train
YJR137C,Cytoplasm,0,train
YJR138W,Membrane_Secretory,1,train
YJR140C,Nucleus,3,train
YJR148W,Cytoplasm,0,train
YJR150C,Membrane_Secretory,1,train
YOR321W,Membrane_Secretory,1,train
YLR220W,Membrane_Secretory,1,train
YNL025C,Nucleus,3,train
YDR308C,Nucleus,3,train
YMR246W,Membrane_Secretory,1,train
YLR136C,Nucleus,3,train
YPR026W,Membrane_Secretory,1,train
YNL096C,Nucleus,3,test
YNL087W,Membrane_Secretory,1,train
YNL086W,Membrane_Secretory,1,train
YGR145W,Nucleus,3,test
YGR149W,Membrane_Secretory,1,train
YGR150C,Mitochondria,2,train
YGR158C,Nucleus,3,train
YDR376W,Mitochondria,2,train
YGR097W,Cytoplasm,0,train
YGR187C,Cytoplasm,0,test
YGR072W,Nucleus,3,train
YPL085W,Membrane_Secretory,1,train
YOR085W,Membrane_Secretory,1,train
YDL141W,Cytoplasm,0,train
YMR276W,Nucleus,3,train
YMR275C,Cytoplasm,0,test
YNL305C,Mitochondria,2,test
YNL304W,Membrane_Secretory,1,train
YNL299W,Nucleus,3,train
YNL297C,Membrane_Secretory,1,train
YNL293W,Cytoplasm,0,train
YNL292W,Nucleus,3,train
YDL182W,Cytoplasm,0,train
YOR368W,Nucleus,3,test
YPL084W,Membrane_Secretory,1,train
YDR508C,Mitochondria,2,train
YHR039C-A,Membrane_Secretory,1,train
YGR119C,Nucleus,3,test
YML110C,Mitochondria,2,test
YDR331W,Membrane_Secretory,1,train
YMR189W,Mitochondria,2,test
YLR185W,Cytoplasm,0,train
YNL131W,Mitochondria,2,train
YDR234W,Mitochondria,2,train
YML022W,Nucleus,3,train
YPR124W,Membrane_Secretory,1,train
YDR012W,Nucleus,3,train
YDR192C,Nucleus,3,train
YGL092W,Nucleus,3,train
YGR091W,Nucleus,3,train
YGR180C,Nucleus,3,train
YDR305C,Nucleus,3,train
YMR288W,Nucleus,3,train
YMR078C,Nucleus,3,train
YML014W,Nucleus,3,train
YMR268C,Nucleus,3,train
YGR227W,Membrane_Secretory,1,train
YGR217W,Membrane_Secretory,1,train
YGR221C,Membrane_Secretory,1,test
YGR223C,Membrane_Secretory,1,train
YGR231C,Mitochondria,2,test
YGR235C,Mitochondria,2,train
YGR239C,Membrane_Secretory,1,train
YML056C,Cytoplasm,0,test
YLR432W,Cytoplasm,0,train
YMR304W,Membrane_Secretory,1,train
YMR223W,Nucleus,3,train
YMR005W,Nucleus,3,train
YDR156W,Nucleus,3,train
YDR245W,Membrane_Secretory,1,train
YML017W,Cytoplasm,0,test
YMR060C,Mitochondria,2,train
YMR273C,Cytoplasm,0,train
YOR058C,Other,4,train
YDL064W,Nucleus,3,train
YOL143C,Mitochondria,2,train
YNL261W,Nucleus,3,train
YOL148C,Nucleus,3,train
YNL106C,Other,4,train
YNL100W,Mitochondria,2,train
YNL097C,Nucleus,3,train
YDR500C,Cytoplasm,0,train
YGL251C,Nucleus,3,train
YGL210W,Membrane_Secretory,1,train
YDR328C,Nucleus,3,train
YDR390C,Nucleus,3,train
YDR092W,Nucleus,3,train
YLR200W,Nucleus,3,train
YML103C,Nucleus,3,train
YER087C-B,Membrane_Secretory,1,test
YER019C-A,Membrane_Secretory,1,test
YDL116W,Nucleus,3,train
YLR089C,Mitochondria,2,train
YLR153C,Nucleus,3,train
YPR173C,Membrane_Secretory,1,train
YGL091C,Nucleus,3,train
YNR074C,Nucleus,3,train
YOR363C,Nucleus,3,train
YGL027C,Membrane_Secretory,1,train
YGL094C,Cytoplasm,0,train
YGL100W,Nucleus,3,test
YGL126W,Membrane_Secretory,1,test
YGL162W,Nucleus,3,train
YGR170W,Membrane_Secretory,1,train
YGR099W,Nucleus,3,test
YGR172C,Membrane_Secretory,1,train
YGL112C,Nucleus,3,test
YGR123C,Nucleus,3,test
YGR060W,Membrane_Secretory,1,train
YGR289C,Membrane_Secretory,1,train
YGR281W,Membrane_Secretory,1,train
YGR287C,Mitochondria,2,train
YGL249W,Nucleus,3,train
YGL246C,Nucleus,3,train
YGL244W,Other,4,train
YGL241W,Cytoplasm,0,train
YGL240W,Nucleus,3,train
YGL227W,Nucleus,3,train
YGL223C,Membrane_Secretory,1,train
YGL220W,Nucleus,3,train
YGL219C,Mitochondria,2,train
YGL216W,Cytoplasm,0,train
YGL211W,Mitochondria,2,train
YGL202W,Cytoplasm,0,train
YGL201C,Nucleus,3,train
YGL198W,Membrane_Secretory,1,test
YGL194C,Nucleus,3,train
YGL183C,Nucleus,3,train
YGL180W,Cytoplasm,0,train
YGL160W,Membrane_Secretory,1,train
YGL153W,Membrane_Secretory,1,train
YGL151W,Nucleus,3,train
YGL150C,Nucleus,3,train
YGL141W,Nucleus,3,train
YGL133W,Nucleus,3,test
YGL131C,Nucleus,3,train
YGL124C,Membrane_Secretory,1,train
YGL120C,Nucleus,3,train
YGL113W,Nucleus,3,train
YGL110C,Cytoplasm,0,train
YGL107C,Mitochondria,2,train
YGL106W,Cytoplasm,0,train
YGL099W,Cytoplasm,0,train
YGL098W,Membrane_Secretory,1,train
YGL093W,Nucleus,3,test
YGL090W,Nucleus,3,train
YGL087C,Nucleus,3,train
YGL084C,Mitochondria,2,train
YGL080W,Mitochondria,2,train
YGL075C,Nucleus,3,test
YGL068W,Mitochondria,2,train
YGL067W,Membrane_Secretory,1,train
YGL066W,Nucleus,3,train
YGL064C,Mitochondria,2,train
YGL061C,Nucleus,3,train
YGL059W,Mitochondria,2,train
YGL054C,Membrane_Secretory,1,train
YGL051W,Membrane_Secretory,1,train
YGL047W,Membrane_Secretory,1,train
YGL037C,Nucleus,3,train
YGL023C,Membrane_Secretory,1,train
YGL020C,Mitochondria,2,train
YGL018C,Mitochondria,2,train
YGL005C,Membrane_Secretory,1,train
YGL004C,Nucleus,3,train
YGL003C,Nucleus,3,test
YGL001C,Membrane_Secretory,1,train
YGR002C,Nucleus,3,train
YGR010W,Nucleus,3,test
YGR013W,Nucleus,3,train
YGR015C,Mitochondria,2,train
YGR030C,Nucleus,3,train
YGR031W,Mitochondria,2,train
YGR036C,Membrane_Secretory,1,train
YGR038W,Membrane_Secretory,1,train
YGR041W,Membrane_Secretory,1,train
YGR046W,Mitochondria,2,train
YGR056W,Nucleus,3,test
YGR058W,Nucleus,3,train
YGR080W,Cytoplasm,0,train
YGR081C,Nucleus,3,train
YGR086C,Membrane_Secretory,1,train
YGR090W,Nucleus,3,train
YGR093W,Nucleus,3,test
YGR095C,Nucleus,3,train
YGR101W,Mitochondria,2,train
YGR103W,Nucleus,3,test
YGR106C,Membrane_Secretory,1,train
YGR110W,Mitochondria,2,test
YGR113W,Nucleus,3,train
YGR120C,Membrane_Secretory,1,train
YGR128C,Nucleus,3,train
YGR129W,Nucleus,3,test
YGR136W,Nucleus,3,train
YGR142W,Cytoplasm,0,train
YGR163W,Membrane_Secretory,1,test
YGR165W,Mitochondria,2,train
YGR169C,Mitochondria,2,test
YGR177C,Membrane_Secretory,1,test
YGR178C,Nucleus,3,train
YGR179C,Nucleus,3,train
YGR181W,Mitochondria,2,train
YGR189C,Membrane_Secretory,1,train
YGR211W,Nucleus,3,train
YGR241C,Membrane_Secretory,1,train
YGR243W,Mitochondria,2,train
YGR247W,Membrane_Secretory,1,train
YGR251W,Nucleus,3,train
YGR255C,Mitochondria,2,train
YGR260W,Membrane_Secretory,1,train
YGR262C,Nucleus,3,test
YGR263C,Membrane_Secretory,1,train
YGR271W,Cytoplasm,0,train
YGR275W,Nucleus,3,train
YGR276C,Nucleus,3,test
YGR278W,Nucleus,3,train
YGR279C,Membrane_Secretory,1,train
YGR280C,Nucleus,3,train
YLR212C,Other,4,train
YDR144C,Membrane_Secretory,1,train
YML060W,Nucleus,3,train
YNL070W,Mitochondria,2,train
YNL222W,Nucleus,3,train
YNL126W,Nucleus,3,train
YNL012W,Nucleus,3,train
YNL118C,Cytoplasm,0,train
YPL127C,Nucleus,3,train
YNL139C,Nucleus,3,train
YOR142W,Mitochondria,2,train
YNL036W,Nucleus,3,train
YNL066W,Membrane_Secretory,1,train
YNL251C,Nucleus,3,train
YDL145C,Membrane_Secretory,1,test
YNR023W,Nucleus,3,train
YOL115W,Nucleus,3,train
YNL044W,Membrane_Secretory,1,train
YOL068C,Nucleus,3,train
YPL015C,Nucleus,3,test
YOR025W,Nucleus,3,train
YDR191W,Nucleus,3,train
YLR216C,Cytoplasm,0,train
YNR015W,Nucleus,3,train
YNR018W,Mitochondria,2,train
YNR020C,Mitochondria,2,train
YNR024W,Nucleus,3,train
YNR035C,Other,4,train
YNR036C,Mitochondria,2,train
YNR038W,Nucleus,3,train
YNR046W,Nucleus,3,train
YNR047W,Membrane_Secretory,1,train
YNR048W,Other,4,train
YNR053C,Nucleus,3,test
YNR054C,Nucleus,3,train
YNR060W,Membrane_Secretory,1,test
YNR067C,Membrane_Secretory,1,test
YLR323C,Nucleus,3,train
YNL288W,Nucleus,3,train
YNL283C,Membrane_Secretory,1,train
YNL282W,Nucleus,3,test
YNL275W,Membrane_Secretory,1,train
YNL274C,Nucleus,3,train
YNL273W,Nucleus,3,train
YNL265C,Membrane_Secretory,1,train
YNL264C,Cytoplasm,0,train
YNL263C,Membrane_Secretory,1,train
YNL260C,Nucleus,3,train
YNL258C,Membrane_Secretory,1,train
YNL256W,Mitochondria,2,train
YNL246W,Nucleus,3,train
YNL242W,Membrane_Secretory,1,train
YNL232W,Nucleus,3,train
YNL231C,Membrane_Secretory,1,test
YNL227C,Nucleus,3,train
YNL225C,Other,4,test
YNL224C,Nucleus,3,test
YNL223W,Nucleus,3,train
YNL219C,Membrane_Secretory,1,train
YNL191W,Cytoplasm,0,train
YNL190W,Membrane_Secretory,1,test
YNL186W,Nucleus,3,train
YNL182C,Nucleus,3,train
YNL180C,Mitochondria,2,train
YNL172W,Nucleus,3,train
YNL166C,Cytoplasm,0,train
YNL163C,Cytoplasm,0,train
YNL159C,Other,4,train
YNL158W,Membrane_Secretory,1,train
YNL155W,Nucleus,3,train
YNL152W,Cytoplasm,0,train
YNL148C,Cytoplasm,0,test
YNL147W,Nucleus,3,train
YNL141W,Nucleus,3,train
YNL136W,Nucleus,3,test
YNL132W,Nucleus,3,train
YNL124W,Nucleus,3,train
YNL123W,Nucleus,3,test
YNL119W,Cytoplasm,0,train
YNL116W,Cytoplasm,0,train
YNL110C,Nucleus,3,test
YNL107W,Nucleus,3,train
YNL094W,Other,4,train
YNL091W,Cytoplasm,0,train
YNL078W,Cytoplasm,0,train
YNL077W,Nucleus,3,train
YNL075W,Nucleus,3,test
YNL072W,Nucleus,3,train
YNL065W,Membrane_Secretory,1,train
YNL059C,Nucleus,3,train
YNL054W,Membrane_Secretory,1,train
YNL051W,Membrane_Secretory,1,train
YNL049C,Membrane_Secretory,1,train
YNL048W,Membrane_Secretory,1,test
YNL047C,Membrane_Secretory,1,train
YNL041C,Membrane_Secretory,1,test
YNL032W,Cytoplasm,0,train
YNL027W,Nucleus,3,train
YNL026W,Mitochondria,2,train
YNL022C,Nucleus,3,train
YNL021W,Nucleus,3,train
YNL020C,Other,4,train
YNL014W,Cytoplasm,0,test
YNL010W,Nucleus,3,train
YNL008C,Other,4,test
YMR039C,Nucleus,3,test
YPL053C,Membrane_Secretory,1,train
YMR119W,Other,4,train
YLR028C,Cytoplasm,0,train
YPL061W,Cytoplasm,0,train
YMR121C,Cytoplasm,0,train
YMR015C,Membrane_Secretory,1,train
YML086C,Mitochondria,2,train
YML065W,Nucleus,3,train
YMR070W,Nucleus,3,train
YML097C,Cytoplasm,0,train
YLL004W,Nucleus,3,train
YPR162C,Nucleus,3,train
YML012W,Membrane_Secretory,1,test
YDL245C,Membrane_Secretory,1,train
YDR058C,Mitochondria,2,train
YDL190C,Nucleus,3,test
YLL001W,Mitochondria,2,train
YOL156W,Membrane_Secretory,1,train
YOR008C,Membrane_Secretory,1,train
YPR182W,Nucleus,3,train
YLR438C-A,Nucleus,3,train
YFL039C,Cytoplasm,0,train
Q0130,Mitochondria,2,train
YNL031C,Nucleus,3,train
YPL096C-A,Membrane_Secretory,1,train
YKR035W-A,Membrane_Secretory,1,train
YBR233W-A,Nucleus,3,test
YDR320C-A,Nucleus,3,train
YKL138C-A,Nucleus,3,train
YNL220W,Cytoplasm,0,test
YJL081C,Nucleus,3,test
YLR191W,Membrane_Secretory,1,test
YPR133W-A,Mitochondria,2,train
YDR322C-A,Mitochondria,2,train
YML081C-A,Mitochondria,2,train
YHR005C-A,Mitochondria,2,train
YOL145C,Other,4,test
YDL022W,Membrane_Secretory,1,train
YIL118W,Membrane_Secretory,1,train
YKR055W,Membrane_Secretory,1,test
YJR058C,Membrane_Secretory,1,train
YDR150W,Cytoplasm,0,test
YLR430W,Nucleus,3,test
YIL143C,Nucleus,3,train
YML121W,Membrane_Secretory,1,test
YFR028C,Nucleus,3,test
YKL148C,Mitochondria,2,train
YBR126C,Cytoplasm,0,train
YPL259C,Other,4,test
YDR028C,Nucleus,3,train
YIL061C,Nucleus,3,train
YDR463W,Nucleus,3,train
YNR016C,Membrane_Secretory,1,train
YNL248C,Nucleus,3,train
YGL130W,Nucleus,3,train
YGL129C,Mitochondria,2,train
YER069W,Mitochondria,2,test
YAL043C,Nucleus,3,train
YJL095W,Cytoplasm,0,train
YBR215W,Nucleus,3,test
YPR135W,Nucleus,3,train
YLR038C,Mitochondria,2,train
YNL239W,Mitochondria,2,train
YDR432W,Nucleus,3,train
YAL054C,Nucleus,3,train
YDR077W,Membrane_Secretory,1,test
YLR026C,Membrane_Secretory,1,train
YMR198W,Nucleus,3,test
YLR244C,Cytoplasm,0,train
YNL199C,Nucleus,3,train
YIL022W,Mitochondria,2,train
YOL040C,Cytoplasm,0,train
YDR039C,Membrane_Secretory,1,train
YOR334W,Mitochondria,2,train
YGL048C,Nucleus,3,train
YKR080W,Nucleus,3,train
YNL167C,Nucleus,3,test
YMR022W,Membrane_Secretory,1,train
YGL172W,Nucleus,3,train
YKR003W,Membrane_Secretory,1,test
YKR007W,Membrane_Secretory,1,train
YKR008W,Nucleus,3,train
YKR009C,Membrane_Secretory,1,train
YGR074W,Nucleus,3,train
YML073C,Cytoplasm,0,train
YDR448W,Nucleus,3,train
YDR449C,Nucleus,3,train
YKR095W,Nucleus,3,test
YPL128C,Nucleus,3,train
YMR072W,Nucleus,3,test
YOR148C,Nucleus,3,train
YMR240C,Nucleus,3,train
YLR288C,Nucleus,3,train
YPL014W,Nucleus,3,train
YKL068W,Nucleus,3,train
YMR047C,Nucleus,3,train
YPL037C,Nucleus,3,train
YDR424C,Cytoplasm,0,test
YPL024W,Nucleus,3,train
YPL019C,Membrane_Secretory,1,train
YPL018W,Nucleus,3,train
YPL017C,Cytoplasm,0,train
YPL065W,Membrane_Secretory,1,train
YML091C,Mitochondria,2,test
YDL212W,Membrane_Secretory,1,test
YDR088C,Nucleus,3,train
YPL063W,Mitochondria,2,train
YPL059W,Mitochondria,2,train
YPL058C,Membrane_Secretory,1,train
YOR048C,Nucleus,3,train
YGL213C,Nucleus,3,train
YOR047C,Nucleus,3,train
YMR149W,Membrane_Secretory,1,train
YPL055C,Nucleus,3,train
YPL051W,Membrane_Secretory,1,train
YOR018W,Membrane_Secretory,1,train
YNL189W,Other,4,train
YPL101W,Nucleus,3,train
YPL100W,Membrane_Secretory,1,train
YPL099C,Mitochondria,2,train
YPL096W,Nucleus,3,train
YPL093W,Nucleus,3,train
YPL087W,Membrane_Secretory,1,train
YPL086C,Nucleus,3,test
YPL126W,Nucleus,3,train
YPL123C,Cytoplasm,0,test
YPL122C,Nucleus,3,train
YPL120W,Membrane_Secretory,1,train
YPL118W,Mitochondria,2,train
YPL116W,Nucleus,3,test
YPL110C,Cytoplasm,0,train
YPL141C,Cytoplasm,0,test
YPL139C,Nucleus,3,train
YPL138C,Nucleus,3,train
YGR098C,Nucleus,3,train
YPL135W,Mitochondria,2,train
YDR539W,Cytoplasm,0,train
YLL050C,Cytoplasm,0,test
YPL049C,Nucleus,3,train
YPL047W,Nucleus,3,train
YPL046C,Nucleus,3,test
YPL038W,Nucleus,3,train
YIL009C-A,Nucleus,3,test
YML130C,Membrane_Secretory,1,test
YML127W,Nucleus,3,train
YDR043C,Nucleus,3,test
YMR100W,Cytoplasm,0,test
YKL164C,Membrane_Secretory,1,train
YKL163W,Membrane_Secretory,1,train
YDR091C,Nucleus,3,train
YMR172W,Nucleus,3,train
YMR178W,Nucleus,3,train
YMR278W,Nucleus,3,train
YDR457W,Nucleus,3,train
YDR460W,Nucleus,3,train
YDR465C,Nucleus,3,train
YPL045W,Membrane_Secretory,1,train
YDR468C,Other,4,train
YDR469W,Nucleus,3,test
YGR252W,Nucleus,3,train
YDR472W,Membrane_Secretory,1,train
YDR473C,Nucleus,3,train
YDR480W,Nucleus,3,test
YDR482C,Nucleus,3,train
YDR485C,Nucleus,3,train
YDR486C,Membrane_Secretory,1,train
YDR489W,Nucleus,3,train
YML041C,Nucleus,3,test
YML039W,Nucleus,3,train
YDL002C,Nucleus,3,test
YDR205W,Nucleus,3,train
YDL020C,Nucleus,3,train
YDR206W,Nucleus,3,train
YDR210W-B,Nucleus,3,train
YMR259C,Cytoplasm,0,train
YHL007C,Nucleus,3,test
YPR051W,Nucleus,3,test
YMR272C,Membrane_Secretory,1,train
YMR290C,Nucleus,3,train
YMR291W,Nucleus,3,train
YMR292W,Membrane_Secretory,1,test
YMR293C,Mitochondria,2,train
YHR179W,Nucleus,3,train
YMR298W,Membrane_Secretory,1,test
YER138C,Nucleus,3,train
YER160C,Nucleus,3,train
YML077W,Membrane_Secretory,1,train
YML076C,Nucleus,3,train
YML072C,Membrane_Secretory,1,train
YMR213W,Nucleus,3,train
YMR215W,Membrane_Secretory,1,train
YMR218C,Membrane_Secretory,1,test
YMR006C,Membrane_Secretory,1,train
YMR009W,Nucleus,3,train
YMR010W,Membrane_Secretory,1,train
YMR012W,Cytoplasm,0,train
YMR200W,Membrane_Secretory,1,train
YKL011C,Mitochondria,2,train
YML036W,Nucleus,3,train
YML030W,Mitochondria,2,train
YML029W,Membrane_Secretory,1,train
YML019W,Membrane_Secretory,1,train
YML114C,Nucleus,3,train
YML111W,Cytoplasm,0,train
YDR145W,Nucleus,3,train
YDR153C,Membrane_Secretory,1,train
YDR160W,Membrane_Secretory,1,train
YDR161W,Nucleus,3,train
YDR165W,Nucleus,3,train
