gene_id,length,log_length,n_term_hydrophobic,n_term_positive,n_term_aliphatic
YPL100W,496,2.6954816764901977,0.32,0.14,0.2
YPL099C,182,2.2600713879850747,0.38,0.26,0.3
YPL096W,363,2.5599066250361124,0.44,0.18,0.3
YPL093W,647,2.8109042806687006,0.5,0.2,0.32
YPL087W,317,2.5010592622177517,0.5,0.02,0.24
YPL086C,557,2.745855195173729,0.32,0.2,0.24
YPL126W,896,2.9523080096621253,0.36,0.1,0.28
YPL123C,434,2.637489729512511,0.42,0.08,0.26
YPL122C,513,2.7101173651118162,0.5,0.1,0.32
YPL120W,557,2.745855195173729,0.4,0.08,0.34
YPL118W,344,2.53655844257153,0.38,0.2,0.26
YPL116W,697,2.8432327780980096,0.5,0.12,0.34
YPL110C,1223,3.0874264570362855,0.3,0.24,0.18
YPL141C,865,2.9370161074648142,0.22,0.16,0.1
YPL139C,460,2.6627578316815743,0.38,0.16,0.24
YPL138C,353,2.5477747053878224,0.34,0.12,0.12
YGR098C,1630,3.2121876044039577,0.36,0.12,0.22
YPL135W,165,2.2174839442139063,0.54,0.22,0.36
YDR539W,503,2.7015679850559273,0.48,0.14,0.34
YLL050C,143,2.155336037465062,0.4,0.14,0.3
YPL049C,452,2.655138434811382,0.32,0.1,0.26
YPL047W,99,1.99563519459755,0.36,0.08,0.3
YPL046C,99,1.99563519459755,0.4,0.16,0.24
YPL038W,177,2.247973266361807,0.5,0.14,0.38
YIL009C-A,181,2.2576785748691846,0.42,0.16,0.26
YML130C,563,2.7505083948513462,0.36,0.12,0.26
YML127W,581,2.7641761323903307,0.46,0.04,0.28
YDR043C,231,2.3636119798921444,0.44,0.04,0.24
YMR100W,620,2.792391689498254,0.34,0.12,0.28
YKL164C,341,2.5327543789924976,0.46,0.08,0.34
YKL163W,325,2.5118833609788744,0.48,0.08,0.34
YDR091C,608,2.783903579272735,0.36,0.24,0.26
YMR172W,719,2.8567288903828825,0.5,0.1,0.26
YMR178W,274,2.437750562820388,0.42,0.1,0.34
YMR278W,622,2.7937903846908188,0.4,0.18,0.24
YDR457W,3268,3.514282047860378,0.4,0.18,0.28
YDR460W,321,2.5065050324048723,0.36,0.14,0.2
YDR465C,412,2.6148972160331345,0.44,0.14,0.28
YPL045W,798,2.9020028913507296,0.46,0.14,0.28
YDR468C,224,2.3502480183341627,0.26,0.12,0.2
YDR469W,175,2.2430380486862944,0.28,0.1,0.12
YGR252W,439,2.6424645202421213,0.26,0.16,0.2
YDR472W,283,2.45178643552429,0.32,0.08,0.2
YDR473C,469,2.6711728427150834,0.26,0.22,0.1
YDR480W,323,2.509202522331103,0.34,0.1,0.22
YDR482C,135,2.130333768495006,0.22,0.22,0.18
YDR485C,795,2.9003671286564705,0.26,0.18,0.22
YDR486C,229,2.359835482339888,0.3,0.1,0.22
YDR489W,294,2.4683473304121573,0.3,0.1,0.28
YML041C,280,2.4471580313422194,0.32,0.22,0.22
YML039W,1755,3.244277120801843,0.26,0.16,0.22
YDL002C,203,2.307496037913213,0.38,0.24,0.36
YDR205W,724,2.859738566197147,0.52,0.08,0.44
YDL020C,531,2.725094521081469,0.32,0.14,0.22
YDR206W,884,2.946452265013073,0.42,0.1,0.28
YDR210W-B,1770,3.247973266361807,0.34,0.12,0.22
YMR259C,1420,3.1522883443830567,0.42,0.12,0.3
YHL007C,939,2.972665592266111,0.3,0.08,0.2
YPR051W,176,2.24551266781415,0.46,0.1,0.32
YMR272C,384,2.584331224367531,0.26,0.16,0.16
YMR290C,505,2.7032913781186614,0.26,0.14,0.16
YMR291W,586,2.767897616018091,0.32,0.1,0.18
YMR292W,138,2.1398790864012365,0.68,0.04,0.4
YMR293C,464,2.666517980554881,0.32,0.16,0.2
YHR179W,400,2.6020599913279625,0.52,0.18,0.28
YMR298W,150,2.1760912590556813,0.52,0.14,0.32
YER138C,1755,3.244277120801843,0.28,0.14,0.22
YER160C,1755,3.244277120801843,0.3,0.14,0.24
YML077W,159,2.2013971243204513,0.38,0.1,0.22
YML076C,944,2.974971994298069,0.36,0.12,0.3
YML072C,1545,3.1889284837608534,0.32,0.22,0.18
YMR213W,590,2.7708520116421442,0.44,0.16,0.32
YMR215W,524,2.7193312869837265,0.54,0.1,0.38
YMR218C,1102,3.042181594515766,0.46,0.1,0.24
YMR006C,706,2.8488047010518036,0.4,0.04,0.32
YMR009W,179,2.2528530309798933,0.36,0.14,0.32
YMR010W,405,2.6074550232146687,0.46,0.06,0.3
YMR012W,1277,3.1061908972634154,0.24,0.28,0.18
YMR200W,256,2.4082399653118496,0.34,0.12,0.18
YKL011C,353,2.5477747053878224,0.34,0.14,0.3
YML036W,181,2.2576785748691846,0.52,0.12,0.34
YML030W,159,2.2013971243204513,0.46,0.12,0.3
YML029W,838,2.9232440186302764,0.42,0.12,0.32
YML019W,332,2.5211380837040362,0.44,0.12,0.34
YML114C,510,2.7075701760979363,0.4,0.1,0.32
YML111W,920,2.963787827345555,0.26,0.2,0.14
YDR145W,539,2.7315887651867388,0.38,0.06,0.26
YDR153C,411,2.6138418218760693,0.42,0.14,0.3
YDR160W,852,2.9304395947667,0.28,0.1,0.18
YDR161W,387,2.5877109650189114,0.46,0.18,0.38
YDR165W,444,2.6473829701146196,0.44,0.14,0.26
YDR235W,544,2.73559889969818,0.42,0.14,0.3
YDR236C,218,2.338456493604605,0.58,0.06,0.32
YDR240C,492,2.6919651027673606,0.26,0.26,0.12
YDR246W,219,2.3404441148401185,0.44,0.08,0.38
YDR247W,461,2.663700925389648,0.4,0.12,0.32
YMR153W,475,2.676693609624867,0.28,0.12,0.2
YMR159C,150,2.1760912590556813,0.3,0.2,0.2
YMR164C,758,2.8796692056320534,0.32,0.1,0.2
YDR096W,894,2.951337518795918,0.56,0.1,0.28
YDR097C,1242,3.0941215958405612,0.34,0.2,0.14
YDR098C-B,1755,3.244277120801843,0.3,0.14,0.24
YDR101C,593,2.7730546933642626,0.4,0.12,0.38
YDR104C,1245,3.095169351431755,0.44,0.12,0.28
YDR128W,1148,3.059941888061955,0.4,0.08,0.28
YDR130C,291,2.4638929889859074,0.34,0.2,0.18
YDR140W,221,2.3443922736851106,0.42,0.14,0.28
YDR141C,1698,3.229937685907934,0.4,0.16,0.28
YDR190C,463,2.6655809910179533,0.38,0.14,0.32
YDR196C,241,2.3820170425748683,0.42,0.16,0.36
YDR200C,604,2.7810369386211318,0.32,0.24,0.1
YDR201W,165,2.2174839442139063,0.44,0.1,0.36
YKL139W,528,2.722633922533812,0.26,0.2,0.08
YDR174W,246,2.3909351071033793,0.38,0.1,0.3
YDR175C,319,2.503790683057181,0.42,0.16,0.28
YDR179C,162,2.2095150145426308,0.38,0.14,0.2
YDR180W,1493,3.1740598077250253,0.54,0.12,0.36
YDR181C,481,2.682145076373832,0.32,0.18,0.2
YMR241W,314,2.496929648073215,0.5,0.06,0.38
YDR412W,235,2.3710678622717363,0.26,0.28,0.18
YDR416W,859,2.9339931638312424,0.38,0.12,0.26
YDR419W,632,2.800717078282385,0.44,0.12,0.26
YDR425W,625,2.7958800173440754,0.32,0.08,0.2
YDR429C,274,2.437750562820388,0.38,0.2,0.34
YDR434W,534,2.7275412570285567,0.52,0.1,0.34
YDR437W,140,2.146128035678238,0.52,0.04,0.32
YDR439W,347,2.5403294747908736,0.32,0.14,0.26
YDR440W,582,2.7649229846498886,0.24,0.08,0.12
YDR446W,302,2.4800069429571505,0.28,0.22,0.14
YDR452W,674,2.82865989653532,0.54,0.16,0.38
YDR453C,196,2.292256071356476,0.56,0.12,0.36
YDR456W,633,2.801403710017355,0.52,0.08,0.36
YDR386W,632,2.800717078282385,0.38,0.12,0.28
YDR395W,944,2.974971994298069,0.46,0.06,0.32
YDR398W,643,2.808210972924222,0.38,0.06,0.26
YDR399W,221,2.3443922736851106,0.44,0.14,0.32
YDR400W,340,2.5314789170422554,0.5,0.06,0.3
YDR407C,1289,3.110252917353403,0.44,0.18,0.28
YDR409W,904,2.9561684304753633,0.36,0.1,0.24
YML102W,468,2.670245853074124,0.34,0.16,0.22
YMR044W,475,2.676693609624867,0.54,0.14,0.34
YMR045C,1755,3.244277120801843,0.28,0.1,0.22
YMR128W,1267,3.1027766148834415,0.28,0.28,0.16
YML015C,346,2.5390760987927767,0.44,0.06,0.26
YML013W,584,2.7664128471123997,0.42,0.14,0.24
YML005W,462,2.6646419755561257,0.4,0.14,0.28
YMR076C,1277,3.1061908972634154,0.4,0.12,0.34
YMR077C,221,2.3443922736851106,0.32,0.3,0.28
YMR093W,513,2.7101173651118162,0.38,0.16,0.22
YDR045C,110,2.041392685158225,0.38,0.12,0.22
YDR049W,632,2.800717078282385,0.34,0.14,0.24
YMR192W,720,2.8573324964312685,0.28,0.18,0.18
YMR197C,217,2.3364597338485296,0.36,0.1,0.26
YMR017W,397,2.598790506763115,0.28,0.34,0.2
YMR018W,514,2.710963118995276,0.34,0.12,0.24
YMR026C,399,2.6009728956867484,0.38,0.04,0.22
YDR496C,656,2.8169038393756605,0.28,0.26,0.22
YDR499W,747,2.873320601815399,0.4,0.08,0.24
YDR503C,274,2.437750562820388,0.46,0.1,0.3
YDR511W,133,2.123851640967086,0.44,0.22,0.3
YDR516C,500,2.6989700043360187,0.44,0.08,0.36
YDR517W,372,2.5705429398818973,0.48,0.06,0.32
YDR531W,367,2.5646660642520893,0.4,0.08,0.26
YDR532C,385,2.5854607295085006,0.36,0.08,0.34
YDR533C,237,2.374748346010104,0.48,0.12,0.3
YMR106C,629,2.798650645445269,0.34,0.14,0.2
YMR109W,1219,3.0860037056183818,0.36,0.28,0.3
YMR110C,532,2.7259116322950483,0.34,0.2,0.2
YMR111C,462,2.6646419755561257,0.22,0.16,0.14
YMR115W,501,2.699837725867246,0.42,0.24,0.26
YMR117C,213,2.3283796034387376,0.38,0.18,0.28
YLR208W,297,2.4727564493172123,0.4,0.16,0.36
YML093W,899,2.9537596917332287,0.26,0.28,0.22
YDR118W,652,2.81424759573192,0.58,0.12,0.42
YDR121W,196,2.292256071356476,0.38,0.12,0.22
YDR126W,336,2.526339277389844,0.6,0.1,0.32
YML071C,607,2.7831886910752575,0.36,0.08,0.28
YML069W,552,2.741939077729199,0.4,0.14,0.24
YML067C,352,2.546542663478131,0.4,0.12,0.22
YMR048W,317,2.5010592622177517,0.42,0.1,0.26
YMR049C,807,2.90687353472207,0.3,0.14,0.24
YMR050C,1755,3.244277120801843,0.3,0.14,0.24
YLR005W,461,2.663700925389648,0.24,0.22,0.18
YML049C,1361,3.133858125203335,0.36,0.22,0.22
YML047C,352,2.546542663478131,0.46,0.1,0.3
YML045W,1755,3.244277120801843,0.3,0.12,0.24
YML043C,507,2.705007959333336,0.32,0.22,0.18
YMR062C,441,2.6444385894678386,0.36,0.16,0.26
YER027C,417,2.6201360549737576,0.34,0.06,0.24
YMR065W,504,2.7024305364455254,0.46,0.1,0.32
YMR068W,426,2.629409599102719,0.42,0.18,0.34
YMR075W,684,2.835056101720116,0.16,0.24,0.08
YMR247C,1562,3.1936810295412816,0.38,0.06,0.26
YMR255W,188,2.27415784926368,0.24,0.24,0.1
YMR258C,553,2.7427251313046983,0.5,0.12,0.34
YMR312W,273,2.436162647040756,0.48,0.08,0.28
YMR318C,360,2.5563025007672873,0.34,0.18,0.18
YDR218C,423,2.6263403673750423,0.32,0.24,0.22
YDR221W,702,2.846337112129805,0.48,0.12,0.3
YDR223W,467,2.6693168805661123,0.34,0.16,0.2
YDR231C,205,2.311753861055754,0.32,0.14,0.14
YDR233C,295,2.469822015978163,0.38,0.12,0.3
YMR305C,389,2.5899496013257077,0.46,0.16,0.38
YML059C,1679,3.225050696138049,0.18,0.06,0.1
YML058W,104,2.0170333392987803,0.42,0.08,0.2
YML055W,178,2.250420002308894,0.5,0.08,0.4
YMR226C,267,2.4265112613645754,0.46,0.18,0.42
YMR227C,590,2.7708520116421442,0.4,0.32,0.26
YMR229C,1729,3.2377949932739227,0.34,0.16,0.2
YMR236W,157,2.1958996524092336,0.32,0.12,0.26
YMR237W,724,2.859738566197147,0.42,0.12,0.3
YMR238W,458,2.660865478003869,0.5,0.08,0.34
YMR029C,523,2.718501688867274,0.4,0.2,0.26
YMR031C,843,2.9258275746247424,0.24,0.24,0.2
YMR032W,669,2.8254261177678233,0.36,0.12,0.22
YMR033W,467,2.6693168805661123,0.4,0.08,0.24
YOL155C,967,2.9854264740830017,0.38,0.04,0.32
YDL088C,528,2.722633922533812,0.32,0.04,0.1
YAR002C-A,219,2.3404441148401185,0.44,0.12,0.32
YDR334W,1514,3.180125875164054,0.34,0.22,0.24
YDR339C,189,2.2764618041732443,0.28,0.3,0.2
YDR346C,481,2.682145076373832,0.38,0.18,0.22
YDR284C,289,2.4608978427565478,0.54,0.1,0.32
YDR289C,409,2.611723308007342,0.42,0.12,0.22
YDR291W,1077,3.0322157032979815,0.4,0.2,0.2
YDR294C,589,2.7701152947871015,0.44,0.12,0.3
YDR265W,337,2.5276299008713385,0.46,0.16,0.32
YDR266C,639,2.8055008581584002,0.24,0.26,0.1
YDR267C,330,2.5185139398778875,0.42,0.16,0.32
YDR272W,274,2.437750562820388,0.4,0.14,0.24
YDR280W,305,2.484299839346786,0.38,0.16,0.26
YLR192C,265,2.423245873936808,0.42,0.06,0.2
YLR193C,175,2.2430380486862944,0.44,0.14,0.26
YLR194C,254,2.404833716619938,0.28,0.08,0.22
YLR206W,613,2.787460474518415,0.34,0.14,0.24
YLR207W,833,2.9206450014067875,0.58,0.12,0.44
YLR211C,226,2.3541084391474008,0.34,0.1,0.28
YLR215C,360,2.5563025007672873,0.42,0.14,0.24
YLR284C,280,2.4471580313422194,0.42,0.1,0.3
YLR298C,231,2.3636119798921444,0.24,0.28,0.22
YLR299W,660,2.8195439355418688,0.5,0.12,0.34
YLR360W,439,2.6424645202421213,0.44,0.22,0.26
YLR368W,598,2.776701183988411,0.46,0.16,0.32
YLR369W,657,2.8175653695597807,0.38,0.14,0.32
YLR370C,178,2.250420002308894,0.46,0.08,0.24
YLR373C,901,2.954724790979063,0.32,0.08,0.22
YLR222C,817,2.9122220565324155,0.44,0.08,0.36
YLR226W,395,2.59659709562646,0.46,0.08,0.22
YLR228C,814,2.910624404889201,0.16,0.28,0.12
YLR231C,453,2.656098202012832,0.38,0.1,0.2
YLR389C,1027,3.0115704435972783,0.48,0.12,0.3
YLR394W,482,2.6830470382388496,0.42,0.2,0.24
YLR401C,668,2.824776462475546,0.34,0.18,0.26
YLR404W,285,2.45484486000851,0.62,0.08,0.46
YLR409C,939,2.972665592266111,0.38,0.18,0.24
YPR105C,861,2.935003151453655,0.36,0.1,0.32
YPR107C,208,2.3180633349627615,0.4,0.16,0.12
YPR108W,429,2.6324572921847245,0.4,0.12,0.3
YPR112C,887,2.9479236198317262,0.38,0.24,0.3
YLR336C,899,2.9537596917332287,0.24,0.3,0.18
YLR343W,555,2.7442929831226763,0.44,0.12,0.3
YLR347C,861,2.935003151453655,0.42,0.06,0.32
YLR348C,298,2.4742162640762553,0.52,0.14,0.3
YLR350W,216,2.334453751150931,0.36,0.18,0.18
YLR260W,687,2.8369567370595505,0.32,0.3,0.2
YLR265C,342,2.534026106056135,0.48,0.08,0.34
YLR270W,350,2.5440680443502757,0.46,0.12,0.3
YLR272C,1176,3.0704073217401198,0.38,0.08,0.24
YLR312C,398,2.599883072073688,0.24,0.18,0.16
YLR313C,661,2.82020145948564,0.3,0.2,0.24
YLR315W,153,2.184691430817599,0.32,0.08,0.24
YLR318W,884,2.946452265013073,0.38,0.14,0.26
YLR320W,1454,3.162564406523019,0.4,0.04,0.28
YLR321C,426,2.629409599102719,0.36,0.16,0.24
YLR328W,401,2.603144372620182,0.58,0.08,0.28
YLR455W,304,2.482873583608754,0.48,0.18,0.28
YLR449W,392,2.593286067020457,0.54,0.08,0.28
YPR164W,1407,3.1482940974347455,0.34,0.22,0.22
YPR168W,157,2.1958996524092336,0.38,0.02,0.26
YLR275W,110,2.041392685158225,0.44,0.16,0.28
YLR276C,594,2.7737864449811935,0.42,0.12,0.3
YLR277C,779,2.8915374576725643,0.36,0.14,0.24
YLR181C,330,2.5185139398778875,0.48,0.08,0.42
YLR183C,489,2.6893088591236203,0.28,0.1,0.08
YLR186W,252,2.401400540781544,0.54,0.16,0.4
YLR189C,1198,3.0784568180532927,0.4,0.22,0.2
YLR190W,491,2.6910814921229687,0.38,0.1,0.18
YDR352W,317,2.5010592622177517,0.46,0.04,0.28
YDR357C,122,2.0863598306747484,0.3,0.1,0.24
YDR359C,982,2.99211148778695,0.32,0.16,0.22
YDR362C,672,2.8273692730538253,0.44,0.24,0.3
YDR363W,456,2.6589648426644352,0.24,0.06,0.1
YDR365C,628,2.797959643737196,0.3,0.3,0.18
YDR367W,221,2.3443922736851106,0.56,0.08,0.4
YDR370C,442,2.645422269349092,0.3,0.16,0.24
YDR372C,345,2.537819095073274,0.26,0.18,0.24
YDR373W,190,2.278753600952829,0.3,0.22,0.18
YDR378C,86,1.9344984512435677,0.4,0.08,0.32
YDR379W,1009,3.0038911662369108,0.28,0.16,0.2
YDR380W,635,2.8027737252919755,0.46,0.14,0.28
YLR422W,1932,3.2860071220794747,0.42,0.08,0.3
YLR423C,417,2.6201360549737576,0.42,0.16,0.34
YLR424W,708,2.850033257689769,0.18,0.14,0.06
YPR154W,215,2.3324384599156054,0.42,0.12,0.3
YLR357W,889,2.9489017609702137,0.36,0.12,0.2
YPR125W,454,2.6570558528571038,0.54,0.22,0.3
YPR128C,328,2.515873843711679,0.48,0.04,0.38
YPR131C,195,2.290034611362518,0.52,0.04,0.22
YPR133C,410,2.6127838567197355,0.24,0.08,0.14
YPR137W,573,2.75815462196739,0.24,0.14,0.16
YPR139C,300,2.4771212547196626,0.54,0.12,0.34
YPR140W,381,2.5809249756756194,0.44,0.14,0.26
YPR144C,552,2.741939077729199,0.42,0.14,0.38
YPR147C,304,2.482873583608754,0.44,0.12,0.28
YLR242C,321,2.5065050324048723,0.42,0.06,0.32
YLR246W,359,2.5550944485783194,0.28,0.16,0.2
YLR247C,1556,3.1920095926536702,0.46,0.06,0.36
YPR188C,163,2.2121876044039577,0.32,0.12,0.24
YPR194C,877,2.9429995933660407,0.28,0.12,0.22
YPR199C,294,2.4683473304121573,0.34,0.34,0.22
YPR201W,404,2.606381365110605,0.52,0.08,0.38
YPR171W,576,2.7604224834232123,0.32,0.18,0.2
YPR174C,221,2.3443922736851106,0.28,0.36,0.24
YPR179C,655,2.816241299991783,0.42,0.06,0.3
YPR184W,1536,3.1863912156954934,0.48,0.12,0.32
YPR185W,738,2.8680563618230415,0.4,0.06,0.26
YDR295C,674,2.82865989653532,0.44,0.18,0.34
YDR296W,226,2.3541084391474008,0.44,0.14,0.22
YDR299W,534,2.7275412570285567,0.3,0.1,0.22
YDR301W,1357,3.1325798476597373,0.4,0.12,0.34
YDR303C,885,2.9469432706978256,0.34,0.28,0.14
YDR309C,383,2.583198773968623,0.34,0.04,0.2
YDR313C,286,2.456366033129043,0.32,0.2,0.2
YLR431C,453,2.656098202012832,0.38,0.12,0.36
YLR435W,205,2.311753861055754,0.44,0.08,0.3
YDR318W,368,2.5658478186735176,0.32,0.18,0.26
YDR319C,274,2.437750562820388,0.46,0.12,0.36
YDR320C,668,2.824776462475546,0.36,0.12,0.24
YDR322W,367,2.5646660642520893,0.36,0.22,0.24
YDR324C,776,2.8898617212581885,0.42,0.22,0.28
YDR325W,1035,3.0149403497929366,0.38,0.18,0.3
YDR326C,1438,3.1577588860468637,0.26,0.36,0.12
YLR410W,1146,3.059184617631371,0.44,0.1,0.24
YLR417W,566,2.7528164311882715,0.32,0.18,0.22
YLR418C,393,2.5943925503754266,0.28,0.14,0.22
YLR308W,312,2.494154594018443,0.48,0.12,0.36
YLR309C,911,2.9595183769729982,0.36,0.16,0.24
YLR380W,408,2.61066016308988,0.42,0.16,0.24
YLR384C,1349,3.1300119496719043,0.3,0.18,0.2
YLR385C,132,2.12057393120585,0.48,0.12,0.4
YLR386W,880,2.9444826721501687,0.36,0.22,0.34
YPR075C,360,2.5563025007672873,0.28,0.04,0.22
YPR081C,618,2.790988475088816,0.4,0.1,0.2
YPR091C,770,2.886490725172482,0.52,0.14,0.42
YPR093C,288,2.459392487759231,0.34,0.16,0.22
YPR095C,1226,3.0884904701823963,0.26,0.18,0.18
YPL188W,414,2.617000341120899,0.4,0.22,0.24
YLR006C,712,2.8524799936368566,0.44,0.12,0.3
YDL043C,266,2.424881636631067,0.26,0.14,0.18
YDL060W,788,2.8965262174895554,0.24,0.34,0.18
YDL065C,342,2.534026106056135,0.26,0.08,0.18
YDL070W,638,2.8048206787211623,0.28,0.12,0.22
YDL074C,700,2.845098040014257,0.44,0.2,0.3
YDL077C,1049,3.020775488193558,0.38,0.18,0.32
YDL080C,609,2.784617292632875,0.42,0.12,0.28
YDL084W,446,2.649334858712142,0.28,0.04,0.26
YDL087C,261,2.416640507338281,0.34,0.24,0.2
YDL113C,640,2.806179973983887,0.3,0.14,0.2
YDL115C,353,2.5477747053878224,0.36,0.24,0.26
YDL117W,885,2.9469432706978256,0.42,0.14,0.24
YDL120W,174,2.2405492482826,0.42,0.24,0.3
YDL124W,312,2.494154594018443,0.42,0.08,0.28
YDL142C,283,2.45178643552429,0.48,0.18,0.3
YDL213C,225,2.3521825181113627,0.22,0.28,0.14
YDL219W,150,2.1760912590556813,0.48,0.16,0.42
YDL222C,309,2.4899584794248346,0.54,0.08,0.34
YDL225W,551,2.741151598851785,0.42,0.18,0.24
YDL235C,167,2.2227164711475833,0.44,0.04,0.28
YDL239C,790,2.8976270912904414,0.28,0.2,0.12
YDR261W-B,1770,3.247973266361807,0.38,0.12,0.26
YDR261C-D,1604,3.2052043639481447,0.28,0.14,0.22
YLL002W,436,2.639486489268586,0.42,0.12,0.28
YLL010C,427,2.630427875025024,0.18,0.18,0.14
YLL012W,573,2.75815462196739,0.52,0.16,0.42
YLL013C,879,2.9439888750737717,0.44,0.02,0.32
YLL027W,250,2.3979400086720375,0.38,0.18,0.2
YLL028W,586,2.767897616018091,0.24,0.12,0.12
YLL029W,749,2.8744818176994666,0.32,0.2,0.14
YLL031C,1017,3.0073209529227447,0.44,0.22,0.34
YLL035W,632,2.800717078282385,0.3,0.06,0.2
YLL040C,3144,3.4974825373673704,0.44,0.12,0.36
YLL042C,167,2.2227164711475833,0.4,0.14,0.28
YLR002C,663,2.821513528404773,0.28,0.22,0.18
YLR007W,336,2.526339277389844,0.46,0.1,0.4
YLR008C,168,2.225309281725863,0.32,0.02,0.22
YLR009W,199,2.298853076409707,0.32,0.32,0.12
YLR010C,160,2.204119982655925,0.42,0.18,0.32
YLR011W,191,2.2810333672477277,0.48,0.16,0.42
YLR016C,204,2.3096301674258988,0.32,0.22,0.16
YLR017W,337,2.5276299008713385,0.4,0.12,0.3
YLR020C,538,2.7307822756663893,0.46,0.16,0.32
YLR022C,250,2.3979400086720375,0.36,0.22,0.28
YLR024C,1872,3.2723058444020863,0.34,0.14,0.26
YLR033W,502,2.7007037171450192,0.44,0.12,0.3
YLR072W,693,2.8407332346118066,0.38,0.16,0.2
YLR074C,166,2.220108088040055,0.26,0.24,0.2
YLR103C,650,2.8129133566428557,0.42,0.1,0.32
YOL010W,367,2.5646660642520893,0.38,0.16,0.26
YOL011W,686,2.8363241157067516,0.54,0.06,0.38
YOL013C,551,2.741151598851785,0.5,0.1,0.36
YOL018C,397,2.598790506763115,0.38,0.14,0.14
YOL021C,1001,3.000434077479319,0.42,0.24,0.32
YOL027C,573,2.75815462196739,0.46,0.14,0.28
YOL030W,484,2.6848453616444123,0.42,0.08,0.3
YOL031C,421,2.6242820958356683,0.48,0.1,0.42
YOL034W,1093,3.038620161949703,0.36,0.22,0.24
YOL041C,459,2.6618126855372615,0.34,0.18,0.24
YOL043C,380,2.57978359661681,0.26,0.3,0.2
YOL044W,383,2.583198773968623,0.38,0.08,0.26
YOL045W,1101,3.041787318971752,0.4,0.08,0.24
YOL047C,356,2.5514499979728753,0.4,0.18,0.18
YOL070C,501,2.699837725867246,0.3,0.14,0.18
YOL071W,162,2.2095150145426308,0.36,0.16,0.22
YOL072W,455,2.6580113966571126,0.4,0.1,0.3
YOL077C,291,2.4638929889859074,0.28,0.28,0.22
YOL078W,1176,3.0704073217401198,0.42,0.14,0.28
YOL109W,113,2.05307844348342,0.3,0.12,0.26
YOL133W,121,2.0827853703164503,0.38,0.14,0.22
YOL135C,222,2.346352974450639,0.4,0.14,0.18
YOL138C,1341,3.127428777851599,0.32,0.14,0.16
YOL141W,695,2.8419848045901137,0.32,0.22,0.28
YOL142W,240,2.380211241711606,0.44,0.1,0.22
YOL144W,484,2.6848453616444123,0.38,0.16,0.2
YOR005C,944,2.974971994298069,0.44,0.12,0.24
YOR042W,411,2.6138418218760693,0.22,0.14,0.18
YOR049C,382,2.582063362911709,0.52,0.04,0.38
YOR056C,459,2.6618126855372615,0.38,0.1,0.28
YOR059C,450,2.6532125137753435,0.4,0.16,0.24
YOR064C,219,2.3404441148401185,0.38,0.12,0.24
YOR070C,637,2.8041394323353503,0.3,0.2,0.18
YOR073W,590,2.7708520116421442,0.3,0.2,0.18
YOR076C,747,2.873320601815399,0.28,0.24,0.26
YOR078W,214,2.330413773349191,0.28,0.14,0.24
YOR080W,732,2.864511081058392,0.38,0.12,0.3
YOR175C,619,2.791690649020118,0.5,0.14,0.38
YOR177C,464,2.666517980554881,0.3,0.1,0.1
YOR180C,271,2.432969290874406,0.52,0.14,0.36
YOR189W,116,2.0644579892269186,0.36,0.1,0.22
YOR191W,1619,3.2092468487533736,0.42,0.12,0.32
YOR195W,821,2.9143431571194407,0.28,0.08,0.12
YOR197W,432,2.635483746814912,0.18,0.04,0.04
YOR239W,628,2.797959643737196,0.3,0.14,0.22
YOR241W,548,2.738780558484369,0.42,0.28,0.22
YOR243C,676,2.829946695941636,0.4,0.16,0.32
YOR245C,418,2.621176281775035,0.24,0.22,0.14
YOR246C,330,2.5185139398778875,0.46,0.12,0.34
YOR249C,685,2.8356905714924254,0.5,0.1,0.34
YOR250C,445,2.6483600109809315,0.4,0.14,0.3
YOR251C,304,2.482873583608754,0.58,0.18,0.36
YOR253W,176,2.24551266781415,0.48,0.1,0.36
YOR258W,217,2.3364597338485296,0.4,0.14,0.24
YOR294W,203,2.307496037913213,0.42,0.12,0.32
YOR295W,228,2.357934847000454,0.44,0.12,0.36
YOR297C,192,2.2833012287035497,0.54,0.12,0.38
YOR299W,746,2.8727388274726686,0.42,0.12,0.28
YOR301W,435,2.6384892569546374,0.44,0.1,0.22
YOR304W,1120,3.0492180226701815,0.16,0.1,0.12
YOR352W,343,2.5352941200427703,0.38,0.04,0.28
YOR357C,162,2.2095150145426308,0.34,0.16,0.16
YOR359W,523,2.718501688867274,0.32,0.12,0.14
YOR367W,200,2.3010299956639813,0.42,0.16,0.3
YOR371C,897,2.952792443044092,0.34,0.2,0.24
YOR372C,554,2.74350976472843,0.3,0.08,0.14
YOR381W,711,2.851869600729766,0.5,0.06,0.36
YPL178W,208,2.3180633349627615,0.3,0.22,0.2
YPL180W,799,2.9025467793139916,0.3,0.26,0.2
YPL181W,506,2.7041505168397992,0.4,0.04,0.32
YPL183C,1013,3.0056094453602804,0.4,0.18,0.28
YPL184C,612,2.7867514221455614,0.28,0.0,0.08
YPL191C,360,2.5563025007672873,0.44,0.12,0.34
YPL192C,133,2.123851640967086,0.38,0.18,0.3
YPL194W,612,2.7867514221455614,0.4,0.08,0.28
YPL195W,932,2.9694159123539814,0.4,0.2,0.2
YPL200W,156,2.1931245983544616,0.46,0.12,0.32
YPL202C,416,2.6190933306267428,0.46,0.18,0.28
YPL206C,321,2.5065050324048723,0.48,0.12,0.36
YPL207W,810,2.90848501887865,0.48,0.04,0.4
